,as_of,ask_id,fund_size
3014,2022-02,B05011,7502.32
3015,2022-03,B05011,7657.7
3016,2022-04,B05011,7236.3
3017,2022-05,B05011,7394.0
3018,2022-06,B05011,6724.21
3019,2022-07,B05011,7204.5
3020,2022-08,B05011,6968.82
3021,2022-09,B05011,6275.21
3022,2022-10,B05011,6874.49
3023,2022-11,B05011,7351.98
3024,2022-12,B05011,7023.51
3025,2023-01,B05011,7185.38
3026,2023-02,B05011,6957.85
3027,2023-03,B05011,7014.59
3028,2023-04,B05011,7233.03
3029,2023-05,B05011,6980.92
3030,2023-06,B05011,7239.97
3031,2023-07,B05011,7522.18
3032,2023-08,B05011,7363.51
3033,2023-09,B05011,6981.49
3034,2023-10,B05011,6926.36
3035,2023-11,B05011,7372.01
3036,2023-12,B05011,7561.44
3037,2024-01,B05011,7605.35
3038,2024-02,B05011,7778.22
3039,2024-03,B05011,7993.22
3040,2024-04,B05011,7645.84
3041,2024-05,B05011,7849.41
3042,2024-06,B05011,7789.5
3043,2024-07,B05011,8077.44
3044,2024-08,B05011,8271.67
3045,2024-09,B05011,8367.92
3046,2024-10,B05011,8334.84
3047,2024-11,B05011,8722.0
3048,2024-12,B05011,8289.17
3049,2025-01,B05011,8477.42
3050,2025-02,B05011,8478.9
3051,2025-03,B05011,8271.93
3052,2025-04,B05011,8178.53
3053,2025-05,B05011,8411.66
3054,2025-06,B05011,8376.35
3055,2000-01,B05848,476.12
3056,2000-02,B05848,477.194
3057,2000-03,B05848,529.604
3058,2000-04,B05848,507.087
3059,2000-05,B05848,474.782
3060,2000-06,B05848,480.864
3061,2000-07,B05848,461.673
3062,2000-08,B05848,455.729
3063,2000-09,B05848,409.027
3064,2000-10,B05848,399.454
3065,2000-11,B05848,356.186
3066,2000-12,B05848,341.616
3067,2001-01,B05848,353.274
3068,2001-02,B05848,298.873
3069,2001-03,B05848,279.124
3070,2001-04,B05848,295.464
3071,2001-05,B05848,285.976
3072,2001-06,B05848,277.531
3073,2001-07,B05848,265.112
3074,2001-08,B05848,248.951
3075,2001-09,B05848,223.684
3076,2001-10,B05848,227.473
3077,2001-11,B05848,244.756
3078,2001-12,B05848,241.036
3079,2002-01,B05848,239.198
3080,2002-02,B05848,225.862
3081,2002-03,B05848,235.637
3082,2002-04,B05848,220.7
3083,2002-05,B05848,213.061
3084,2002-06,B05848,193.4
3085,2002-07,B05848,181.615
3086,2002-08,B05848,180.653
3087,2002-09,B05848,164.302
3088,2002-10,B05848,175.525
3089,2002-11,B05848,182.259
3090,2002-12,B05848,171.852
3091,2003-01,B05848,168.725
3092,2003-02,B05848,167.968
3093,2003-03,B05848,170.497
3094,2003-04,B05848,181.395
3095,2003-05,B05848,188.409
3096,2003-06,B05848,195.347
3097,2003-07,B05848,201.417
3098,2003-08,B05848,203.156
3099,2003-09,B05848,198.327
3100,2003-10,B05848,209.336
3101,2003-11,B05848,213.627
3102,2003-12,B05848,216.258
3103,2004-01,B05848,214.969
3104,2004-02,B05848,214.274
3105,2004-03,B05848,210.562
3106,2004-04,B05848,198.96
3107,2004-05,B05848,203.763
3108,2004-06,B05848,202.216
3109,2004-07,B05848,187.059
3110,2004-08,B05848,179.075
3111,2004-09,B05848,177.335
3112,2004-10,B05848,176.122
3113,2004-11,B05848,180.48
3114,2004-12,B05848,182.172
3115,2005-01,B05848,172.211
3116,2005-02,B05848,169.546
3117,2005-03,B05848,161.656
3118,2005-04,B05848,154.982
3119,2005-05,B05848,160.683
3120,2005-06,B05848,157.857
3121,2005-07,B05848,162.169
3122,2005-08,B05848,157.662
3123,2005-09,B05848,156.341
3124,2005-10,B05848,154.779
3125,2005-11,B05848,158.038
3126,2005-12,B05848,157.399
3127,2006-01,B05848,156.36
3128,2006-02,B05848,156.68
3129,2006-03,B05848,156.876
3130,2006-04,B05848,154.581
3131,2006-05,B05848,146.278
3132,2006-06,B05848,145.608
3133,2006-07,B05848,143.362
3134,2006-08,B05848,152.473
3135,2006-09,B05848,160.49
3136,2006-10,B05848,173.999
3137,2006-11,B05848,181.544
3138,2006-12,B05848,189.176
3139,2007-01,B05848,200.317
3140,2007-02,B05848,198.466
3141,2007-03,B05848,199.794
3142,2007-04,B05848,205.667
3143,2007-05,B05848,213.573
3144,2007-06,B05848,207.141
3145,2007-07,B05848,204.493
3146,2007-08,B05848,214.536
3147,2007-09,B05848,220.674
3148,2007-10,B05848,223.858
3149,2007-11,B05848,214.152
3150,2007-12,B05848,208.723
3151,2008-01,B05848,187.106
3152,2008-02,B05848,175.844
3153,2008-03,B05848,170.458
3154,2008-04,B05848,173.185
3155,2008-05,B05848,173.408
3156,2008-06,B05848,155.406
3157,2008-07,B05848,149.828
3158,2008-08,B05848,148.203
3159,2008-09,B05848,133.888
3160,2008-10,B05848,111.375
3161,2008-11,B05848,101.238
3162,2008-12,B05848,103.529
3163,2009-01,B05848,95.2103
3164,2009-02,B05848,87.8792
3165,2009-03,B05848,95.352
3166,2009-04,B05848,102.22
3167,2009-05,B05848,104.887
3168,2009-06,B05848,105.962
3169,2009-07,B05848,112.188
3170,2009-08,B05848,113.878
3171,2009-09,B05848,116.86
3172,2009-10,B05848,110.588
3173,2009-11,B05848,115.711
3174,2009-12,B05848,116.815
3175,2010-01,B05848,110.97
3176,2010-02,B05848,113.931
3177,2010-03,B05848,117.815
3178,2010-04,B05848,116.246
3179,2010-05,B05848,110.384
3180,2010-06,B05848,104.041
3181,2010-07,B05848,109.003
3182,2010-08,B05848,102.005
3183,2010-09,B05848,114.612
3184,2010-10,B05848,119.601
3185,2010-11,B05848,120.755
3186,2010-12,B05848,127.199
3187,2011-01,B05848,129.37
3188,2011-02,B05848,132.02
3189,2011-03,B05848,134.668
3190,2011-04,B05848,137.441
3191,2011-05,B05848,134.42
3192,2011-06,B05848,109.484
3193,2011-07,B05848,105.664
3194,2011-08,B05848,95.8484
3195,2011-09,B05848,88.1121
3196,2011-10,B05848,96.8451
3197,2011-11,B05848,94.7751
3198,2011-12,B05848,93.6852
3199,2012-01,B05848,99.1091
3200,2012-02,B05848,104.84
3201,2012-03,B05848,107.026
3202,2012-04,B05848,106.227
3203,2012-05,B05848,97.4635
3204,2012-06,B05848,91.2981
3205,2012-07,B05848,90.8764
3206,2012-08,B05848,92.699
3207,2012-09,B05848,95.2583
3208,2012-10,B05848,90.3647
3209,2012-11,B05848,90.7578
3210,2012-12,B05848,88.6618
3211,2013-01,B05848,91.4625
3212,2013-02,B05848,89.8976
3213,2013-03,B05848,92.1442
3214,2013-04,B05848,93.6221
3215,2013-05,B05848,94.5073
3216,2013-06,B05848,94.6306
3217,2013-07,B05848,97.4582
3218,2013-08,B05848,94.8744
3219,2013-09,B05848,98.5502
3220,2013-10,B05848,103.41
3221,2013-11,B05848,105.27
3222,2013-12,B05848,101.566
3223,2014-01,B05848,97.4493
3224,2014-02,B05848,99.8968
3225,2014-03,B05848,99.6331
3226,2014-04,B05848,100.008
3227,2014-05,B05848,102.161
3228,2014-06,B05848,102.786
3229,2014-07,B05848,71.6602
3230,2014-08,B05848,74.6551
3231,2014-09,B05848,72.62
3232,2014-10,B05848,75.5087
3233,2014-11,B05848,78.0754
3234,2014-12,B05848,71.3563
3235,2015-01,B05848,71.2594
3236,2015-02,B05848,76.9152
3237,2015-03,B05848,76.0685
3238,2015-04,B05848,73.6978
3239,2015-05,B05848,73.7945
3240,2015-06,B05848,72.3024
3241,2015-07,B05848,74.8424
3242,2015-08,B05848,70.6893
3243,2015-09,B05848,69.3182
3244,2015-10,B05848,75.4469
3245,2015-11,B05848,74.9841
3246,2015-12,B05848,69.9643
3247,2016-01,B05848,66.3084
3248,2016-02,B05848,66.8478
3249,2016-03,B05848,72.2298
3250,2016-04,B05848,72.6352
3251,2016-05,B05848,75.4578
3252,2016-06,B05848,78.9168
3253,2016-07,B05848,85.477
3254,2016-08,B05848,89.5719
3255,2016-09,B05848,90.4888
3256,2016-10,B05848,88.436
3257,2016-11,B05848,89.7292
3258,2016-12,B05848,89.9575
3259,2017-01,B05848,95.5464
3260,2017-02,B05848,98.9047
3261,2017-03,B05848,100.99
3262,2017-04,B05848,104.012
3263,2017-05,B05848,108.553
3264,2017-06,B05848,107.785
3265,2017-07,B05848,110.646
3266,2017-08,B05848,111.962
3267,2017-09,B05848,112.878
3268,2017-10,B05848,117.227
3269,2017-11,B05848,120.881
3270,2017-12,B05848,117.647
3271,2018-01,B05848,124.273
3272,2018-02,B05848,120.588
3273,2018-03,B05848,117.232
3274,2018-04,B05848,116.604
3275,2018-05,B05848,120.943
3276,2018-06,B05848,120.747
3277,2018-07,B05848,124.953
3278,2018-08,B05848,133.258
3279,2018-09,B05848,133.909
3280,2018-10,B05848,123.767
3281,2018-11,B05848,125.46
3282,2018-12,B05848,115.98
3283,2019-01,B05848,131.844
3284,2019-02,B05848,142.169
3285,2019-03,B05848,144.503
3286,2019-04,B05848,152.709
3287,2019-05,B05848,146.456
3288,2019-06,B05848,156.608
3289,2019-07,B05848,161.022
3290,2019-08,B05848,160.656
3291,2019-09,B05848,162.68
3292,2019-10,B05848,168.131
3293,2019-11,B05848,174.924
3294,2019-12,B05848,174.03
3295,2020-01,B05848,179.897
3296,2020-02,B05848,170.13
3297,2020-03,B05848,154.38
3298,2020-04,B05848,176.575
3299,2020-05,B05848,189.675
3300,2020-06,B05848,206.058
3301,2020-07,B05848,221.025
3302,2020-08,B05848,235.663
3303,2020-09,B05848,218.941
3304,2020-10,B05848,210.729
3305,2020-11,B05848,220.911
3306,2020-12,B05848,221.465
3307,2021-01,B05848,217.276
3308,2021-02,B05848,217.469
3309,2021-03,B05848,218.354
3310,2021-04,B05848,228.431
3311,2021-05,B05848,223.52
3312,2021-06,B05848,230.533
3313,2021-07,B05848,235.272
3314,2021-08,B05848,234.971
3315,2021-09,B05848,218.571
3316,2021-10,B05848,235.567
3317,2021-11,B05848,234.852
3318,2021-12,B05848,213.459
3319,2022-01,B05848,199.42
3320,2022-02,B05848,191.767
3321,2022-03,B05848,194.001
3322,2022-04,B05848,173.117
3323,2022-05,B05848,168.0
3324,2022-06,B05848,156.061
3325,2022-07,B05848,175.025
3326,2022-08,B05848,167.524
3327,2022-09,B05848,152.536
3328,2022-10,B05848,175.228
3329,2022-11,B05848,181.619
3330,2022-12,B05848,160.054
3331,2023-01,B05848,180.751
3332,2023-02,B05848,190.583
3333,2023-03,B05848,201.501
3334,2023-04,B05848,201.154
3335,2023-05,B05848,205.232
3336,2023-06,B05848,218.19
3337,2023-07,B05848,220.483
3338,2023-08,B05848,217.962
3339,2023-09,B05848,206.485
3340,2023-10,B05848,202.849
3341,2023-11,B05848,224.263
3342,2023-12,B05848,225.184
3343,2024-01,B05848,240.692
3344,2024-02,B05848,254.975
3345,2024-03,B05848,221.518
3346,2024-04,B05848,216.02
3347,2024-05,B05848,227.193
3348,2024-06,B05848,240.35
3349,2024-07,B05848,234.919
3350,2024-08,B05848,240.419
3351,2024-09,B05848,242.07
3352,2024-10,B05848,240.619
3353,2024-11,B05848,256.618
3354,2024-12,B05848,239.197
3355,2025-01,B05848,244.809
3356,2025-02,B05848,238.312
3357,2025-03,B05848,220.754
3358,2025-04,B05848,222.361
3359,2025-05,B05848,236.836
3360,2025-06,B05848,247.436
3361,2000-01,B05901,12.2334
3362,2000-02,B05901,10.5539
3363,2000-03,B05901,11.4904
3364,2000-04,B05901,11.8553
3365,2000-05,B05901,11.4868
3366,2000-06,B05901,10.4382
3367,2000-07,B05901,10.729
3368,2000-08,B05901,10.923
3369,2000-09,B05901,10.753
3370,2000-10,B05901,10.6894
3371,2000-11,B05901,10.4837
3372,2000-12,B05901,11.177
3373,2002-01,B05901,13.4186
3374,2002-02,B05901,14.223
3375,2002-03,B05901,16.294
3376,2002-04,B05901,18.208
3377,2002-05,B05901,17.482
3378,2002-06,B05901,16.598
3379,2002-07,B05901,13.42
3380,2002-08,B05901,14.888
3381,2002-09,B05901,13.532
3382,2002-10,B05901,13.213
3383,2002-11,B05901,14.032
3384,2002-12,B05901,13.737
3385,2005-01,B05901,20.581
3386,2005-02,B05901,21.3406
3387,2005-03,B05901,20.847
3388,2005-04,B05901,19.448
3389,2005-05,B05901,20.2715
3390,2005-06,B05901,21.8383
3391,2005-07,B05901,21.7
3392,2005-08,B05901,20.767
3393,2005-09,B05901,20.225
3394,2005-10,B05901,19.211
3395,2005-11,B05901,20.066
3396,2005-12,B05901,19.822
3397,2006-01,B05901,20.791
3398,2006-02,B05901,20.11
3399,2006-03,B05901,20.329
3400,2006-04,B05901,20.837
3401,2006-05,B05901,19.652
3402,2006-06,B05901,19.341
3403,2006-07,B05901,18.4701
3404,2006-08,B05901,18.3662
3405,2006-09,B05901,18.4864
3406,2006-10,B05901,19.0732
3407,2006-11,B05901,20.0328
3408,2006-12,B05901,20.42
3409,2007-01,B05901,20.038
3410,2007-02,B05901,20.5929
3411,2007-03,B05901,21.0801
3412,2007-04,B05901,21.8494
3413,2007-05,B05901,22.7265
3414,2007-06,B05901,22.1011
3415,2007-07,B05901,21.0785
3416,2007-08,B05901,21.1799
3417,2007-09,B05901,20.949
3418,2007-10,B05901,20.6176
3419,2007-11,B05901,19.0958
3420,2007-12,B05901,18.7145
3421,2008-01,B05901,18.299
3422,2008-02,B05901,18.0803
3423,2008-03,B05901,18.3769
3424,2008-04,B05901,19.0876
3425,2008-05,B05901,19.9333
3426,2008-06,B05901,17.2396
3427,2008-07,B05901,17.2269
3428,2008-08,B05901,18.0185
3429,2008-09,B05901,16.0372
3430,2008-10,B05901,12.5127
3431,2008-11,B05901,10.7215
3432,2008-12,B05901,11.0858
3433,2009-01,B05901,10.0447
3434,2009-02,B05901,9.09825
3435,2009-03,B05901,9.16677
3436,2009-04,B05901,11.4858
3437,2009-05,B05901,12.4908
3438,2009-06,B05901,12.0015
3439,2009-07,B05901,13.1643
3440,2009-08,B05901,13.8972
3441,2009-09,B05901,14.8436
3442,2009-10,B05901,14.0571
3443,2009-11,B05901,14.1725
3444,2009-12,B05901,15.1701
3445,2010-01,B05901,14.9589
3446,2010-02,B05901,15.2243
3447,2010-03,B05901,16.4258
3448,2010-04,B05901,17.5148
3449,2010-05,B05901,16.4244
3450,2010-06,B05901,15.1025
3451,2010-07,B05901,15.8319
3452,2010-08,B05901,14.8468
3453,2010-09,B05901,16.2097
3454,2010-10,B05901,17.2197
3455,2010-11,B05901,18.106
3456,2010-12,B05901,19.9317
3457,2011-01,B05901,20.9536
3458,2011-02,B05901,22.293
3459,2011-03,B05901,22.8664
3460,2011-04,B05901,23.2074
3461,2011-05,B05901,21.5336
3462,2011-06,B05901,21.1251
3463,2011-07,B05901,20.5267
3464,2011-08,B05901,18.7658
3465,2011-09,B05901,16.7101
3466,2011-10,B05901,19.0203
3467,2011-11,B05901,19.7489
3468,2011-12,B05901,19.8478
3469,2012-01,B05901,21.6856
3470,2012-02,B05901,22.625
3471,2012-03,B05901,22.9218
3472,2012-04,B05901,22.1252
3473,2012-05,B05901,20.5374
3474,2012-06,B05901,22.4874
3475,2012-07,B05901,23.0455
3476,2012-08,B05901,23.4159
3477,2012-09,B05901,24.5171
3478,2012-10,B05901,24.3944
3479,2012-11,B05901,24.6618
3480,2012-12,B05901,26.4125
3481,2013-01,B05901,30.0491
3482,2013-02,B05901,32.9959
3483,2013-03,B05901,36.6004
3484,2013-04,B05901,40.0565
3485,2013-05,B05901,44.242
3486,2013-06,B05901,47.6909
3487,2013-07,B05901,52.6535
3488,2013-08,B05901,47.6929
3489,2013-09,B05901,51.9449
3490,2013-10,B05901,53.8847
3491,2013-11,B05901,57.0759
3492,2013-12,B05901,58.5309
3493,2014-01,B05901,55.2035
3494,2014-02,B05901,57.1052
3495,2014-03,B05901,59.8208
3496,2014-04,B05901,58.419
3497,2014-05,B05901,58.6046
3498,2014-06,B05901,62.4855
3499,2014-07,B05901,61.6151
3500,2014-08,B05901,64.8384
3501,2014-09,B05901,61.5596
3502,2014-10,B05901,66.2697
3503,2014-11,B05901,65.9598
3504,2014-12,B05901,68.9052
3505,2015-01,B05901,65.0547
3506,2015-02,B05901,69.0946
3507,2015-03,B05901,85.1742
3508,2015-04,B05901,85.4745
3509,2015-05,B05901,88.305
3510,2015-06,B05901,91.6085
3511,2015-07,B05901,90.0262
3512,2015-08,B05901,87.3056
3513,2015-09,B05901,85.3566
3514,2015-10,B05901,91.9539
3515,2015-11,B05901,94.462
3516,2015-12,B05901,90.5167
3517,2016-01,B05901,85.8712
3518,2016-02,B05901,87.4364
3519,2016-03,B05901,95.9471
3520,2016-04,B05901,98.9868
3521,2016-05,B05901,101.867
3522,2016-06,B05901,101.297
3523,2016-07,B05901,107.208
3524,2016-08,B05901,108.468
3525,2016-09,B05901,108.661
3526,2016-10,B05901,105.009
3527,2016-11,B05901,116.143
3528,2016-12,B05901,111.894
3529,2017-01,B05901,108.393
3530,2017-02,B05901,107.171
3531,2017-03,B05901,105.973
3532,2017-04,B05901,107.917
3533,2017-05,B05901,104.203
3534,2017-06,B05901,109.535
3535,2017-07,B05901,109.898
3536,2017-08,B05901,109.88
3537,2017-09,B05901,117.767
3538,2017-10,B05901,116.403
3539,2017-11,B05901,119.576
3540,2017-12,B05901,119.753
3541,2018-01,B05901,120.953
3542,2018-02,B05901,116.919
3543,2018-03,B05901,122.578
3544,2018-04,B05901,124.356
3545,2018-05,B05901,130.277
3546,2018-06,B05901,133.118
3547,2018-07,B05901,135.318
3548,2018-08,B05901,138.867
3549,2018-09,B05901,135.414
3550,2018-10,B05901,122.659
3551,2018-11,B05901,121.615
3552,2018-12,B05901,99.3767
3553,2019-01,B05901,115.192
3554,2019-02,B05901,123.585
3555,2019-03,B05901,119.376
3556,2019-04,B05901,124.927
3557,2019-05,B05901,114.718
3558,2019-06,B05901,123.721
3559,2019-07,B05901,124.677
3560,2019-08,B05901,115.286
3561,2019-09,B05901,122.086
3562,2019-10,B05901,123.476
3563,2019-11,B05901,125.781
3564,2019-12,B05901,127.685
3565,2020-01,B05901,121.59
3566,2020-02,B05901,108.937
3567,2020-03,B05901,87.1255
3568,2020-04,B05901,101.613
3569,2020-05,B05901,112.14
3570,2020-06,B05901,124.625
3571,2020-07,B05901,124.972
3572,2020-08,B05901,128.817
3573,2020-09,B05901,123.499
3574,2020-10,B05901,126.064
3575,2020-11,B05901,144.624
3576,2020-12,B05901,152.27
3577,2021-01,B05901,154.414
3578,2021-02,B05901,165.237
3579,2021-03,B05901,170.028
3580,2021-04,B05901,170.526
3581,2021-05,B05901,172.983
3582,2021-06,B05901,170.401
3583,2021-07,B05901,167.291
3584,2021-08,B05901,168.664
3585,2021-09,B05901,165.2
3586,2021-10,B05901,167.072
3587,2021-11,B05901,158.975
3588,2021-12,B05901,155.808
3589,2022-01,B05901,151.315
3590,2022-02,B05901,152.064
3591,2022-03,B05901,151.307
3592,2022-04,B05901,139.92
3593,2022-05,B05901,142.0
3594,2022-06,B05901,129.745
3595,2022-07,B05901,140.689
3596,2022-08,B05901,134.648
3597,2022-09,B05901,184.697
3598,2022-10,B05901,210.467
3599,2022-11,B05901,142.258
3600,2022-12,B05901,129.34
3601,2023-01,B05901,140.455
3602,2023-02,B05901,136.185
3603,2023-03,B05901,125.412
3604,2023-04,B05901,121.102
3605,2023-05,B05901,115.214
3606,2023-06,B05901,123.847
3607,2023-07,B05901,132.739
3608,2023-08,B05901,127.491
3609,2023-09,B05901,120.616
3610,2023-10,B05901,113.165
3611,2023-11,B05901,120.858
3612,2023-12,B05901,133.125
3613,2024-01,B05901,127.872
3614,2024-02,B05901,132.079
3615,2024-03,B05901,136.629
3616,2024-04,B05901,126.786
3617,2024-05,B05901,131.372
3618,2024-06,B05901,129.235
3619,2024-07,B05901,141.669
3620,2024-08,B05901,139.718
3621,2024-09,B05901,138.103
3622,2024-10,B05901,133.008
3623,2024-11,B05901,137.144
3624,2024-12,B05901,120.676
3625,2004-01,B05924,1.74021
3626,2004-02,B05924,2.1689
3627,2004-03,B05924,2.30805
3628,2004-04,B05924,2.878
3629,2004-05,B05924,3.70757
3630,2004-06,B05924,4.23461
3631,2004-07,B05924,4.70911
3632,2004-08,B05924,18.017
3633,2004-09,B05924,19.5482
3634,2004-10,B05924,19.6667
3635,2004-11,B05924,21.9949
3636,2004-12,B05924,22.8872
3637,2005-01,B05924,24.221
3638,2005-02,B05924,25.535
3639,2005-03,B05924,25.031
3640,2005-04,B05924,26.9909
3641,2005-05,B05924,27.4099
3642,2005-06,B05924,28.2565
3643,2005-07,B05924,29.1289
3644,2005-08,B05924,29.2674
3645,2005-09,B05924,29.4745
3646,2005-10,B05924,29.917
3647,2005-11,B05924,30.756
3648,2005-12,B05924,31.123
3649,2006-01,B05924,31.445
3650,2006-02,B05924,32.3945
3651,2006-03,B05924,33.1523
3652,2006-04,B05924,34.6082
3653,2006-05,B05924,34.2807
3654,2006-06,B05924,33.9538
3655,2006-07,B05924,34.2128
3656,2006-08,B05924,34.8647
3657,2006-09,B05924,35.9469
3658,2006-10,B05924,36.9184
3659,2006-11,B05924,37.7279
3660,2006-12,B05924,38.7548
3661,2007-01,B05924,40.4029
3662,2007-02,B05924,39.7789
3663,2007-03,B05924,38.5656
3664,2007-04,B05924,41.1095
3665,2007-05,B05924,42.0561
3666,2007-06,B05924,42.043
3667,2007-07,B05924,40.7446
3668,2007-08,B05924,41.6761
3669,2007-09,B05924,43.1827
3670,2007-10,B05924,42.2007
3671,2007-11,B05924,41.0342
3672,2007-12,B05924,40.5107
3673,2008-01,B05924,36.3273
3674,2008-02,B05924,35.9209
3675,2008-03,B05924,35.31
3676,2008-04,B05924,35.3502
3677,2008-05,B05924,35.9833
3678,2008-06,B05924,33.4326
3679,2008-07,B05924,33.7817
3680,2008-08,B05924,34.1312
3681,2008-09,B05924,31.9466
3682,2008-10,B05924,27.303
3683,2008-11,B05924,23.3584
3684,2008-12,B05924,24.1006
3685,2009-01,B05924,23.238
3686,2009-02,B05924,19.7956
3687,2009-03,B05924,20.7119
3688,2009-04,B05924,23.3821
3689,2009-05,B05924,24.7442
3690,2009-06,B05924,24.8394
3691,2009-07,B05924,26.8421
3692,2009-08,B05924,49.2606
3693,2009-09,B05924,51.3698
3694,2009-10,B05924,52.3135
3695,2009-11,B05924,55.1004
3696,2009-12,B05924,57.7558
3697,2010-01,B05924,57.5904
3698,2010-02,B05924,60.8573
3699,2010-03,B05924,64.8092
3700,2010-04,B05924,66.7591
3701,2010-05,B05924,62.0651
3702,2010-06,B05924,60.9288
3703,2010-07,B05924,64.7451
3704,2010-08,B05924,62.6904
3705,2010-09,B05924,68.1241
3706,2010-10,B05924,71.9292
3707,2010-11,B05924,77.6866
3708,2010-12,B05924,56.9361
3709,2011-01,B05924,58.9635
3710,2011-02,B05924,60.8615
3711,2011-03,B05924,60.7285
3712,2011-04,B05924,63.0721
3713,2011-05,B05924,66.8286
3714,2011-06,B05924,66.4603
3715,2011-07,B05924,64.4096
3716,2011-08,B05924,66.029
3717,2011-09,B05924,63.8747
3718,2011-10,B05924,82.8692
3719,2011-11,B05924,84.6419
3720,2011-12,B05924,87.8945
3721,2012-01,B05924,92.658
3722,2012-02,B05924,97.6945
3723,2012-03,B05924,101.962
3724,2012-04,B05924,103.168
3725,2012-05,B05924,99.901
3726,2012-06,B05924,103.411
3727,2012-07,B05924,106.112
3728,2012-08,B05924,104.64
3729,2012-09,B05924,103.004
3730,2012-10,B05924,87.6551
3731,2012-11,B05924,87.9194
3732,2012-12,B05924,82.8398
3733,2013-01,B05924,87.6539
3734,2013-02,B05924,90.5225
3735,2013-03,B05924,93.3456
3736,2013-04,B05924,93.1958
3737,2013-05,B05924,97.4696
3738,2013-06,B05924,82.8781
3739,2013-07,B05924,88.1291
3740,2013-08,B05924,85.4681
3741,2013-09,B05924,87.5383
3742,2013-10,B05924,92.6528
3743,2013-11,B05924,94.9544
3744,2013-12,B05924,93.4779
3745,2014-01,B05924,90.5415
3746,2014-02,B05924,99.8169
3747,2014-03,B05924,103.572
3748,2014-04,B05924,105.712
3749,2014-05,B05924,107.638
3750,2014-06,B05924,111.934
3751,2014-07,B05924,108.67
3752,2014-08,B05924,111.065
3753,2014-09,B05924,107.162
3754,2014-10,B05924,108.988
3755,2014-11,B05924,108.538
3756,2014-12,B05924,105.514
3757,2015-01,B05924,100.098
3758,2015-02,B05924,96.9933
3759,2015-03,B05924,94.4703
3760,2015-04,B05924,92.4018
3761,2015-05,B05924,88.9257
3762,2015-06,B05924,84.5747
3763,2015-07,B05924,65.3197
3764,2015-08,B05924,59.6872
3765,2015-09,B05924,47.7293
3766,2015-10,B05924,50.8174
3767,2015-11,B05924,48.7289
3768,2015-12,B05924,37.3328
3769,2016-01,B05924,35.617
3770,2016-02,B05924,35.6717
3771,2016-03,B05924,37.2684
3772,2016-04,B05924,38.3255
3773,2016-05,B05924,38.5795
3774,2016-06,B05924,38.7457
3775,2016-07,B05924,38.0659
3776,2016-08,B05924,36.0778
3777,2016-09,B05924,35.7272
3778,2016-10,B05924,34.77
3779,2016-11,B05924,36.719
3780,2016-12,B05924,35.3268
3781,2017-01,B05924,35.8712
3782,2017-02,B05924,36.8346
3783,2017-03,B05924,38.2496
3784,2017-04,B05924,38.0062
3785,2017-05,B05924,37.1653
3786,2017-06,B05924,37.0961
3787,2017-07,B05924,37.3367
3788,2017-08,B05924,35.9519
3789,2017-09,B05924,37.4622
3790,2017-10,B05924,38.186
3791,2017-11,B05924,39.1959
3792,2017-12,B05924,38.6575
3793,2018-01,B05924,40.4738
3794,2018-02,B05924,38.1974
3795,2018-03,B05924,37.3283
3796,2018-04,B05924,38.0657
3797,2018-05,B05924,44.3437
3798,2018-06,B05924,44.4221
3799,2018-07,B05924,45.3404
3800,2018-08,B05924,45.8238
3801,2018-09,B05924,46.5373
3802,2018-10,B05924,44.4491
3803,2018-11,B05924,45.8094
3804,2018-12,B05924,41.5932
3805,2019-01,B05924,44.2417
3806,2019-02,B05924,46.3568
3807,2019-03,B05924,47.0389
3808,2019-04,B05924,48.7358
3809,2019-05,B05924,46.3219
3810,2019-06,B05924,49.3505
3811,2019-07,B05924,49.7135
3812,2019-08,B05924,47.4104
3813,2019-09,B05924,48.3928
3814,2019-10,B05924,48.6488
3815,2019-11,B05924,50.3577
3816,2019-12,B05924,51.8813
3817,2020-01,B05924,51.0903
3818,2020-02,B05924,47.0863
3819,2020-03,B05924,41.2728
3820,2020-04,B05924,44.8585
3821,2020-05,B05924,46.303
3822,2020-06,B05924,47.1666
3823,2020-07,B05924,49.0269
3824,2020-08,B05924,51.5118
3825,2020-09,B05924,50.2591
3826,2020-10,B05924,48.0336
3827,2020-11,B05924,52.0025
3828,2020-12,B05924,53.7992
3829,2021-01,B05924,51.8373
3830,2021-02,B05924,53.5127
3831,2021-03,B05924,56.9048
3832,2021-04,B05924,58.671
3833,2021-05,B05924,59.4799
3834,2021-06,B05924,59.2631
3835,2021-07,B05924,60.1879
3836,2021-08,B05924,61.0651
3837,2021-09,B05924,58.1297
3838,2021-10,B05924,61.4563
3839,2021-11,B05924,58.8914
3840,2021-12,B05924,62.2653
3841,2022-01,B05924,60.1015
3842,2022-02,B05924,58.1885
3843,2022-03,B05924,59.739
3844,2022-04,B05924,57.2249
3845,2022-05,B05924,57.0
3846,2022-06,B05924,54.3487
3847,2022-07,B05924,57.3412
3848,2022-08,B05924,55.6534
3849,2022-09,B05924,50.3482
3850,2022-10,B05924,55.6794
3851,2022-11,B05924,59.46
3852,2022-12,B05924,57.0188
3853,2023-01,B05924,57.6784
3854,2023-02,B05924,55.9343
3855,2023-03,B05924,56.081
3856,2023-04,B05924,57.1219
3857,2023-05,B05924,54.7858
3858,2023-06,B05924,57.8401
3859,2023-07,B05924,58.2116
3860,2023-08,B05924,56.5158
3861,2023-09,B05924,53.1877
