,as_of,ask_id,fund_size
1716,2004-11,B02032,37.9889
1717,2004-12,B02032,38.9486
1718,2005-01,B02032,39.1698
1719,2005-02,B02032,39.4649
1720,2005-03,B02032,44.4531
1721,2005-04,B02032,49.7458
1722,2005-05,B02032,58.9871
1723,2005-06,B02032,60.6764
1724,2005-07,B02032,60.7528
1725,2005-08,B02032,63.9258
1726,2005-09,B02032,63.8562
1727,2005-10,B02032,64.626
1728,2005-11,B02032,65.8872
1729,2005-12,B02032,64.9537
1730,2006-01,B02032,62.7817
1731,2006-02,B02032,60.275
1732,2006-03,B02032,58.4293
1733,2006-04,B02032,55.4448
1734,2006-05,B02032,52.83
1735,2006-06,B02032,50.3717
1736,2006-07,B02032,48.1599
1737,2006-08,B02032,46.7056
1738,2006-09,B02032,44.7089
1739,2006-10,B02032,42.8896
1740,2006-11,B02032,40.9716
1741,2006-12,B02032,41.2618
1742,2007-01,B02032,41.5238
1743,2007-02,B02032,42.1943
1744,2007-03,B02032,44.9562
1745,2007-04,B02032,44.7079
1746,2007-05,B02032,43.6017
1747,2007-06,B02032,42.7582
1748,2007-07,B02032,42.4227
1749,2007-08,B02032,42.9168
1750,2007-09,B02032,41.8303
1751,2007-10,B02032,41.1569
1752,2007-11,B02032,43.2758
1753,2007-12,B02032,44.0966
1754,2008-01,B02032,45.9703
1755,2008-02,B02032,45.3701
1756,2008-03,B02032,47.8568
1757,2008-04,B02032,51.4076
1758,2008-05,B02032,52.0606
1759,2008-06,B02032,51.5437
1760,2008-07,B02032,49.4462
1761,2008-08,B02032,48.9864
1762,2008-09,B02032,49.8722
1763,2008-10,B02032,42.6835
1764,2008-11,B02032,41.8252
1765,2008-12,B02032,43.4563
1766,2009-01,B02032,43.7424
1767,2009-02,B02032,44.1748
1768,2009-03,B02032,45.8901
1769,2009-04,B02032,48.0808
1770,2009-05,B02032,48.7323
1771,2009-06,B02032,48.0459
1772,2009-07,B02032,50.0748
1773,2009-08,B02032,51.076
1774,2009-09,B02032,52.2166
1775,2009-10,B02032,53.2862
1776,2009-11,B02032,55.1191
1777,2009-12,B02032,54.5447
1778,2010-01,B02032,55.828
1779,2010-02,B02032,57.834
1780,2010-03,B02032,60.0004
1781,2010-04,B02032,62.0932
1782,2010-05,B02032,62.8907
1783,2010-06,B02032,64.8205
1784,2010-07,B02032,66.9459
1785,2010-08,B02032,68.8111
1786,2010-09,B02032,70.9763
1787,2010-10,B02032,72.6719
1788,2010-11,B02032,73.0303
1789,2010-12,B02032,74.6065
1790,2011-01,B02032,74.834
1791,2011-02,B02032,76.5006
1792,2011-03,B02032,76.919
1793,2011-04,B02032,80.2845
1794,2011-05,B02032,83.9236
1795,2011-06,B02032,87.4796
1796,2011-07,B02032,89.3592
1797,2011-08,B02032,88.9011
1798,2011-09,B02032,88.5256
1799,2011-10,B02032,90.6125
1800,2011-11,B02032,90.6645
1801,2011-12,B02032,92.4014
1802,2012-01,B02032,94.2656
1803,2012-02,B02032,96.1415
1804,2012-03,B02032,98.2057
1805,2012-04,B02032,98.5023
1806,2012-05,B02032,100.009
1807,2012-06,B02032,100.493
1808,2012-07,B02032,103.071
1809,2012-08,B02032,104.782
1810,2012-09,B02032,106.722
1811,2012-10,B02032,107.689
1812,2012-11,B02032,111.001
1813,2012-12,B02032,113.043
1814,2013-01,B02032,115.854
1815,2013-02,B02032,117.2
1816,2013-03,B02032,119.224
1817,2013-04,B02032,124.729
1818,2013-05,B02032,127.248
1819,2013-06,B02032,127.406
1820,2013-07,B02032,135.027
1821,2013-08,B02032,135.623
1822,2013-09,B02032,140.789
1823,2013-10,B02032,143.589
1824,2013-11,B02032,151.392
1825,2013-12,B02032,149.529
1826,2014-01,B02032,151.763
1827,2014-02,B02032,155.215
1828,2014-03,B02032,159.348
1829,2014-04,B02032,164.421
1830,2014-05,B02032,166.283
1831,2014-06,B02032,168.208
1832,2014-07,B02032,165.706
1833,2014-08,B02032,166.979
1834,2014-09,B02032,177.511
1835,2014-10,B02032,180.521
1836,2014-11,B02032,179.791
1837,2014-12,B02032,180.718
1838,2015-01,B02032,184.513
1839,2015-02,B02032,194.356
1840,2015-03,B02032,195.329
1841,2015-04,B02032,197.564
1842,2015-05,B02032,202.629
1843,2015-06,B02032,205.168
1844,2015-07,B02032,208.716
1845,2015-08,B02032,207.104
1846,2015-09,B02032,208.606
1847,2015-10,B02032,213.871
1848,2015-11,B02032,222.633
1849,2015-12,B02032,223.842
1850,2016-01,B02032,226.208
1851,2016-02,B02032,226.77
1852,2016-03,B02032,231.791
1853,2016-04,B02032,229.472
1854,2016-05,B02032,230.634
1855,2016-06,B02032,235.552
1856,2016-07,B02032,237.597
1857,2016-08,B02032,238.25
1858,2016-09,B02032,240.337
1859,2016-10,B02032,239.145
1860,2016-11,B02032,243.527
1861,2016-12,B02032,248.971
1862,2017-01,B02032,256.086
1863,2017-02,B02032,261.345
1864,2017-03,B02032,266.597
1865,2017-04,B02032,272.161
1866,2017-05,B02032,278.814
1867,2017-06,B02032,282.208
1868,2017-07,B02032,277.409
1869,2017-08,B02032,283.405
1870,2017-09,B02032,286.123
1871,2017-10,B02032,297.587
1872,2017-11,B02032,302.067
1873,2017-12,B02032,307.019
1874,2018-01,B02032,310.857
1875,2018-02,B02032,311.673
1876,2018-03,B02032,313.375
1877,2018-04,B02032,314.836
1878,2018-05,B02032,318.702
1879,2018-06,B02032,316.405
1880,2018-07,B02032,321.024
1881,2018-08,B02032,319.491
1882,2018-09,B02032,316.882
1883,2018-10,B02032,329.413
1884,2018-11,B02032,331.613
1885,2018-12,B02032,323.716
1886,2019-01,B02032,332.838
1887,2019-02,B02032,341.76
1888,2019-03,B02032,353.408
1889,2019-04,B02032,356.578
1890,2019-05,B02032,341.491
1891,2019-06,B02032,347.333
1892,2019-07,B02032,348.911
1893,2019-08,B02032,353.438
1894,2019-09,B02032,376.147
1895,2019-10,B02032,380.076
1896,2019-11,B02032,389.211
1897,2019-12,B02032,394.708
1898,2020-01,B02032,392.251
1899,2020-02,B02032,391.86
1900,2020-03,B02032,365.539
1901,2020-04,B02032,374.005
1902,2020-05,B02032,383.609
1903,2020-06,B02032,384.569
1904,2020-07,B02032,394.733
1905,2020-08,B02032,388.746
1906,2020-09,B02032,390.434
1907,2020-10,B02032,394.686
1908,2020-11,B02032,409.218
1909,2020-12,B02032,420.347
1910,2021-01,B02032,408.483
1911,2021-02,B02032,413.715
1912,2021-03,B02032,434.18
1913,2021-04,B02032,448.169
1914,2021-05,B02032,452.526
1915,2021-06,B02032,453.011
1916,2021-07,B02032,475.458
1917,2021-08,B02032,480.012
1918,2021-09,B02032,476.179
1919,2021-10,B02032,487.298
1920,2021-11,B02032,491.848
1921,2021-12,B02032,503.513
1922,2022-01,B02032,501.795
1923,2022-02,B02032,505.002
1924,2022-03,B02032,507.753
1925,2022-04,B02032,504.21
1926,2022-05,B02032,498.0
1927,2022-06,B02032,496.282
1928,2022-07,B02032,499.204
1929,2022-08,B02032,501.688
1930,2022-09,B02032,496.265
1931,2022-10,B02032,502.258
1932,2022-11,B02032,514.505
1933,2022-12,B02032,512.204
1934,2023-01,B02032,516.195
1935,2023-02,B02032,513.462
1936,2023-03,B02032,526.611
1937,2023-04,B02032,536.131
1938,2023-05,B02032,529.952
1939,2023-06,B02032,533.207
1940,2023-07,B02032,540.832
1941,2023-08,B02032,542.643
1942,2023-09,B02032,538.573
1943,2023-10,B02032,531.278
1944,2023-11,B02032,542.499
1945,2023-12,B02032,558.322
1946,2024-01,B02032,561.422
1947,2024-02,B02032,565.914
1948,2024-03,B02032,583.578
1949,2024-04,B02032,586.549
1950,2024-05,B02032,597.995
1951,2024-06,B02032,608.306
1952,2024-07,B02032,633.663
1953,2024-08,B02032,651.17
1954,2024-09,B02032,670.036
1955,2024-10,B02032,667.479
1956,2024-11,B02032,680.42
1957,2024-12,B02032,676.165
1958,2025-01,B02032,693.343
1959,2025-02,B02032,712.359
1960,2025-03,B02032,730.49
1961,2025-04,B02032,739.908
1962,2025-05,B02032,741.409
1963,2025-06,B02032,750.392
1964,2012-05,B02619,30.8179
1965,2012-06,B02619,65.9219
1966,2012-07,B02619,99.6992
1967,2012-08,B02619,147.447
1968,2012-09,B02619,194.0
1969,2012-10,B02619,240.868
1970,2012-11,B02619,316.803
1971,2012-12,B02619,368.49
1972,2013-01,B02619,379.875
1973,2013-02,B02619,405.243
1974,2013-03,B02619,424.08
1975,2013-04,B02619,455.839
1976,2013-05,B02619,467.225
1977,2013-06,B02619,474.084
1978,2013-07,B02619,475.62
1979,2013-08,B02619,486.379
1980,2013-09,B02619,500.283
1981,2013-10,B02619,489.417
1982,2013-11,B02619,491.954
1983,2013-12,B02619,490.026
1984,2014-01,B02619,496.937
1985,2014-02,B02619,503.278
1986,2014-03,B02619,513.554
1987,2014-04,B02619,526.991
1988,2014-05,B02619,539.503
1989,2014-06,B02619,549.582
1990,2014-07,B02619,575.316
1991,2014-08,B02619,605.509
1992,2014-09,B02619,621.611
1993,2014-10,B02619,653.974
1994,2014-11,B02619,662.479
1995,2014-12,B02619,666.504
1996,2015-01,B02619,690.075
1997,2015-02,B02619,696.62
1998,2015-03,B02619,718.207
1999,2015-04,B02619,735.999
2000,2015-05,B02619,752.408
2001,2015-06,B02619,768.931
2002,2015-07,B02619,793.401
2003,2015-08,B02619,832.285
2004,2015-09,B02619,870.572
2005,2015-10,B02619,889.716
2006,2015-11,B02619,904.5
2007,2015-12,B02619,925.203
2008,2016-01,B02619,997.281
2009,2016-02,B02619,1025.94
2010,2016-03,B02619,1049.63
2011,2016-04,B02619,1070.95
2012,2016-05,B02619,1090.28
2013,2016-06,B02619,1137.22
2014,2016-07,B02619,1160.85
2015,2016-08,B02619,1191.78
2016,2016-09,B02619,1216.89
2017,2016-10,B02619,1241.28
2018,2016-11,B02619,1241.21
2019,2016-12,B02619,1223.39
2020,2017-01,B02619,1211.95
2021,2017-02,B02619,1209.45
2022,2017-03,B02619,1243.19
2023,2017-04,B02619,1267.56
2024,2017-05,B02619,1319.29
2025,2017-06,B02619,1375.01
2026,2017-07,B02619,1382.14
2027,2017-08,B02619,1411.54
2028,2017-09,B02619,1429.3
2029,2017-10,B02619,1439.92
2030,2017-11,B02619,1454.07
2031,2017-12,B02619,1471.25
2032,2018-01,B02619,1446.91
2033,2018-02,B02619,1441.2
2034,2018-03,B02619,1443.75
2035,2018-04,B02619,1422.97
2036,2018-05,B02619,1416.87
2037,2018-06,B02619,1409.21
2038,2018-07,B02619,1395.82
2039,2018-08,B02619,1384.97
2040,2018-09,B02619,1372.24
2041,2018-10,B02619,1363.61
2042,2018-11,B02619,1363.21
2043,2018-12,B02619,1408.78
2044,2019-01,B02619,1412.74
2045,2019-02,B02619,1408.09
2046,2019-03,B02619,1425.52
2047,2019-04,B02619,1434.98
2048,2019-05,B02619,1449.01
2049,2019-06,B02619,1477.22
2050,2019-07,B02619,1481.57
2051,2019-08,B02619,1522.8
2052,2019-09,B02619,1537.23
2053,2019-10,B02619,1565.91
2054,2019-11,B02619,1572.8
2055,2019-12,B02619,1580.78
2056,2020-01,B02619,1609.18
2057,2020-02,B02619,1669.56
2058,2020-03,B02619,1860.55
2059,2020-04,B02619,1990.04
2060,2020-05,B02619,2119.23
2061,2020-06,B02619,2244.31
2062,2020-07,B02619,2423.27
2063,2020-08,B02619,2574.38
2064,2020-09,B02619,2749.13
2065,2020-10,B02619,2909.28
2066,2020-11,B02619,2951.05
2067,2020-12,B02619,2970.7
2068,2021-01,B02619,3106.95
2069,2021-02,B02619,3124.49
2070,2021-03,B02619,3135.84
2071,2021-04,B02619,3118.11
2072,2021-05,B02619,3095.89
2073,2021-06,B02619,3060.04
2074,2021-07,B02619,3059.04
2075,2021-08,B02619,3073.26
2076,2021-09,B02619,3099.25
2077,2021-10,B02619,2997.53
2078,2021-11,B02619,2984.62
2079,2021-12,B02619,2964.31
2080,2022-01,B02619,2937.35
2081,2022-02,B02619,2968.96
2082,2022-03,B02619,2944.36
2083,2022-04,B02619,2774.2
2084,2022-05,B02619,2783.0
2085,2022-06,B02619,2735.09
2086,2022-07,B02619,2779.17
2087,2022-08,B02619,2665.76
2088,2022-09,B02619,2562.94
2089,2022-10,B02619,2523.03
2090,2022-11,B02619,2509.08
2091,2022-12,B02619,2447.13
2092,2023-01,B02619,2426.66
2093,2023-02,B02619,2360.19
2094,2023-03,B02619,2376.2
2095,2023-04,B02619,2355.96
2096,2023-05,B02619,2300.6
2097,2023-06,B02619,2228.36
2098,2023-07,B02619,2171.6
2099,2023-08,B02619,2117.26
2100,2023-09,B02619,2081.12
2101,2023-10,B02619,2039.04
2102,2023-11,B02619,2040.15
2103,2023-12,B02619,2025.33
2104,2024-01,B02619,2003.1
2105,2024-02,B02619,1950.48
2106,2024-03,B02619,1943.63
2107,2024-04,B02619,1898.64
2108,2024-05,B02619,1889.47
2109,2024-06,B02619,1885.73
2110,2024-07,B02619,1889.99
2111,2024-08,B02619,1899.42
2112,2024-09,B02619,1912.01
2113,2024-10,B02619,1880.85
2114,2024-11,B02619,1863.06
2115,2024-12,B02619,1843.15
2116,2025-01,B02619,1832.41
2117,2025-02,B02619,1846.25
2118,2025-03,B02619,1854.05
2119,2025-04,B02619,1879.87
2120,2025-05,B02619,1868.78
2121,2025-06,B02619,1875.86
2122,2012-09,B03016,2.27802
2123,2012-10,B03016,11.6372
2124,2012-11,B03016,19.4332
2125,2012-12,B03016,28.6548
2126,2013-01,B03016,99.5325
2127,2013-02,B03016,114.365
2128,2013-03,B03016,46.0263
2129,2013-04,B03016,59.1594
2130,2013-05,B03016,62.1183
2131,2013-06,B03016,65.0123
2132,2013-07,B03016,63.7049
2133,2013-08,B03016,64.2012
2134,2013-09,B03016,65.9529
2135,2013-10,B03016,66.9528
2136,2013-11,B03016,67.1179
2137,2013-12,B03016,65.5867
2138,2014-01,B03016,65.5398
2139,2014-02,B03016,67.0601
2140,2014-03,B03016,68.1598
2141,2014-04,B03016,69.7549
2142,2014-05,B03016,72.8421
2143,2014-06,B03016,75.3693
2144,2014-07,B03016,74.8593
2145,2014-08,B03016,74.7855
2146,2014-09,B03016,76.7352
2147,2014-10,B03016,82.3222
2148,2014-11,B03016,83.586
2149,2014-12,B03016,82.2876
2150,2015-01,B03016,83.8177
2151,2015-02,B03016,86.5914
2152,2015-03,B03016,88.1735
2153,2015-04,B03016,92.1927
2154,2015-05,B03016,95.6708
2155,2015-06,B03016,437.997
2156,2015-07,B03016,425.87
2157,2015-08,B03016,414.4
2158,2015-09,B03016,416.634
2159,2015-10,B03016,421.199
2160,2015-11,B03016,419.77
2161,2015-12,B03016,406.159
2162,2016-01,B03016,403.06
2163,2016-02,B03016,408.922
2164,2016-03,B03016,417.611
2165,2016-04,B03016,425.715
2166,2016-05,B03016,435.948
2167,2016-06,B03016,445.799
2168,2016-07,B03016,437.33
2169,2016-08,B03016,421.648
2170,2016-09,B03016,422.967
2171,2016-10,B03016,428.433
2172,2016-11,B03016,423.803
2173,2016-12,B03016,405.915
2174,2017-01,B03016,391.88
2175,2017-02,B03016,392.385
2176,2017-03,B03016,395.796
2177,2017-04,B03016,399.212
2178,2017-05,B03016,399.873
2179,2017-06,B03016,398.361
2180,2017-07,B03016,383.317
2181,2017-08,B03016,368.622
2182,2017-09,B03016,366.894
2183,2017-10,B03016,369.068
2184,2017-11,B03016,364.305
2185,2017-12,B03016,346.426
2186,2018-01,B03016,329.134
2187,2018-02,B03016,328.015
2188,2018-03,B03016,332.11
2189,2018-04,B03016,1385.03
2190,2018-05,B03016,1387.38
2191,2018-06,B03016,1379.07
2192,2018-07,B03016,1319.58
2193,2018-08,B03016,1266.47
2194,2018-09,B03016,1249.2
2195,2018-10,B03016,1246.63
2196,2018-11,B03016,1238.55
2197,2018-12,B03016,1204.7
2198,2019-01,B03016,1171.93
2199,2019-02,B03016,1170.57
2200,2019-03,B03016,1186.18
2201,2019-04,B03016,1197.8
2202,2019-05,B03016,1210.18
2203,2019-06,B03016,1221.34
2204,2019-07,B03016,1174.34
2205,2019-08,B03016,1139.07
2206,2019-09,B03016,1131.15
2207,2019-10,B03016,1141.64
2208,2019-11,B03016,1133.09
2209,2019-12,B03016,1086.16
2210,2020-01,B03016,1059.92
2211,2020-02,B03016,1074.97
2212,2020-03,B03016,1091.88
2213,2020-04,B03016,1103.72
2214,2020-05,B03016,1112.77
2215,2020-06,B03016,1127.6
2216,2020-07,B03016,1112.94
2217,2020-08,B03016,1073.09
2218,2020-09,B03016,1068.05
2219,2020-10,B03016,1071.03
2220,2020-11,B03016,1072.16
2221,2020-12,B03016,1039.31
2222,2021-01,B03016,999.869
2223,2021-02,B03016,993.008
2224,2021-03,B03016,985.696
2225,2021-04,B03016,987.15
2226,2021-05,B03016,3267.34
2227,2021-06,B03016,3247.49
2228,2021-07,B03016,3149.72
2229,2021-08,B03016,3025.31
2230,2021-09,B03016,2985.15
2231,2021-10,B03016,2977.92
2232,2021-11,B03016,2945.41
2233,2021-12,B03016,2836.7
2234,2022-01,B03016,2706.21
2235,2022-02,B03016,2676.84
2236,2022-03,B03016,2610.81
2237,2022-04,B03016,2539.32
2238,2022-05,B03016,2531.0
2239,2022-06,B03016,2476.59
2240,2022-07,B03016,2412.51
2241,2022-08,B03016,2240.67
2242,2022-09,B03016,2130.37
2243,2022-10,B03016,2120.07
2244,2022-11,B03016,2131.15
2245,2022-12,B03016,2027.4
2246,2023-01,B03016,1960.01
2247,2023-02,B03016,1910.19
2248,2023-03,B03016,1936.63
2249,2023-04,B03016,1936.36
2250,2023-05,B03016,1904.6
2251,2023-06,B03016,1879.44
2252,2023-07,B03016,1809.43
2253,2023-08,B03016,1707.74
2254,2023-09,B03016,1660.22
2255,2023-10,B03016,1637.64
2256,2023-11,B03016,1656.12
2257,2023-12,B03016,1617.69
2258,2024-01,B03016,1549.21
2259,2024-02,B03016,1529.71
2260,2024-03,B03016,4348.98
2261,2024-04,B03016,4258.16
2262,2024-05,B03016,4291.77
2263,2024-06,B03016,4302.3
2264,2024-07,B03016,4216.08
2265,2024-08,B03016,4098.65
2266,2024-09,B03016,4097.13
2267,2024-10,B03016,4029.37
2268,2024-11,B03016,4022.73
2269,2024-12,B03016,3855.18
2270,2025-01,B03016,3743.94
2271,2025-02,B03016,3763.92
2272,2025-03,B03016,3753.31
2273,2025-04,B03016,3760.7
2274,2025-05,B03016,3755.54
2275,2025-06,B03016,3792.78
2276,2010-07,B03978,12.3756
2277,2010-08,B03978,20.1192
2278,2010-09,B03978,27.7985
2279,2010-10,B03978,31.9876
2280,2010-11,B03978,36.5546
2281,2010-12,B03978,38.5364
2282,2011-01,B03978,43.0927
2283,2011-02,B03978,46.2842
2284,2011-03,B03978,47.4363
2285,2011-04,B03978,45.5591
2286,2011-05,B03978,44.9645
2287,2011-06,B03978,45.1955
2288,2011-07,B03978,42.531
2289,2011-08,B03978,36.9519
2290,2011-09,B03978,33.3106
2291,2011-10,B03978,32.4145
2292,2011-11,B03978,30.4158
2293,2011-12,B03978,24.9475
2294,2012-01,B03978,24.1474
2295,2012-02,B03978,23.9707
2296,2012-03,B03978,22.3653
2297,2012-04,B03978,22.1596
2298,2012-05,B03978,20.6842
2299,2012-06,B03978,20.6493
2300,2012-07,B03978,20.7172
2301,2012-08,B03978,21.359
2302,2012-09,B03978,21.5846
2303,2012-10,B03978,21.5869
2304,2012-11,B03978,21.7895
2305,2012-12,B03978,21.3656
2306,2013-01,B03978,22.049
2307,2013-02,B03978,23.3874
2308,2013-03,B03978,25.6899
2309,2013-04,B03978,27.1099
2310,2013-05,B03978,29.5927
2311,2013-06,B03978,29.8513
2312,2013-07,B03978,32.1252
2313,2013-08,B03978,32.3837
2314,2013-09,B03978,32.4344
2315,2013-10,B03978,34.4693
2316,2013-11,B03978,35.5063
2317,2013-12,B03978,35.7981
2318,2014-01,B03978,35.6412
2319,2014-02,B03978,41.5789
2320,2014-03,B03978,44.8121
2321,2014-04,B03978,45.1856
2322,2014-05,B03978,45.5222
2323,2014-06,B03978,44.722
2324,2014-07,B03978,39.8528
2325,2014-08,B03978,41.1262
2326,2014-09,B03978,39.13
2327,2014-10,B03978,38.5495
2328,2014-11,B03978,36.895
2329,2014-12,B03978,34.9852
2330,2015-01,B03978,33.8439
2331,2015-02,B03978,34.0568
2332,2015-03,B03978,32.1404
2333,2015-04,B03978,31.2097
2334,2015-05,B03978,30.6485
2335,2015-06,B03978,28.4226
2336,2015-07,B03978,26.595
2337,2015-08,B03978,24.8759
2338,2015-09,B03978,23.6705
2339,2015-10,B03978,24.2386
2340,2015-11,B03978,22.6457
2341,2015-12,B03978,20.2075
2342,2016-01,B03978,18.1286
2343,2016-02,B03978,17.0813
2344,2016-03,B03978,17.9335
2345,2016-04,B03978,18.0079
2346,2016-05,B03978,17.346
2347,2016-06,B03978,16.4008
2348,2016-07,B03978,16.2946
2349,2016-08,B03978,15.5666
2350,2016-09,B03978,15.2427
2351,2016-10,B03978,14.3284
2352,2016-11,B03978,14.6999
2353,2016-12,B03978,14.9276
2354,2017-01,B03978,14.6046
2355,2017-02,B03978,14.4797
2356,2017-03,B03978,14.273
2357,2017-04,B03978,14.1365
2358,2017-05,B03978,13.9151
2359,2017-06,B03978,14.4756
2360,2017-07,B03978,14.6361
2361,2017-08,B03978,14.3684
2362,2017-09,B03978,14.0282
2363,2017-10,B03978,13.8122
2364,2017-11,B03978,13.944
2365,2017-12,B03978,13.8519
2366,2018-01,B03978,13.4041
2367,2018-02,B03978,12.3431
2368,2018-03,B03978,12.2825
2369,2018-04,B03978,11.7092
2370,2018-05,B03978,11.5735
2371,2018-06,B03978,12.6612
2372,2018-07,B03978,13.269
2373,2018-08,B03978,13.6587
2374,2018-09,B03978,13.9161
2375,2018-10,B03978,13.4247
2376,2018-11,B03978,13.6098
2377,2018-12,B03978,12.15
2378,2019-01,B03978,12.9114
2379,2019-02,B03978,12.9522
2380,2019-03,B03978,12.77
2381,2019-04,B03978,12.5223
2382,2019-05,B03978,11.8639
2383,2019-06,B03978,11.4806
2384,2019-07,B03978,11.3555
2385,2019-08,B03978,11.191
2386,2019-09,B03978,11.0682
2387,2019-10,B03978,10.8658
2388,2019-11,B03978,10.7209
2389,2019-12,B03978,10.3444
2390,2020-01,B03978,10.3304
2391,2020-02,B03978,9.27638
2392,2020-03,B03978,7.59654
2393,2020-04,B03978,8.09653
2394,2020-05,B03978,7.53233
2395,2020-06,B03978,7.47149
2396,2020-07,B03978,7.37931
2397,2020-08,B03978,7.30043
2398,2020-09,B03978,6.89504
2399,2020-10,B03978,6.66849
2400,2020-11,B03978,7.34261
2401,2020-12,B03978,7.35225
2402,2021-01,B03978,7.26097
2403,2021-02,B03978,7.49192
2404,2021-03,B03978,8.08691
2405,2021-04,B03978,8.04686
2406,2021-05,B03978,8.27212
2407,2021-06,B03978,8.43694
2408,2021-07,B03978,9.04161
2409,2021-08,B03978,9.39515
2410,2021-09,B03978,9.49199
2411,2021-10,B03978,9.46773
2412,2021-11,B03978,9.47341
2413,2021-12,B03978,9.91861
2414,2022-01,B03978,10.106
2415,2022-02,B03978,11.0094
2416,2022-03,B03978,11.2968
2417,2022-04,B03978,11.6482
2418,2022-05,B03978,13.0
2419,2022-06,B03978,13.5341
2420,2022-07,B03978,16.1708
2421,2022-08,B03978,17.9245
2422,2022-09,B03978,16.9947
2423,2022-10,B03978,19.1362
2424,2022-11,B03978,20.8446
2425,2022-12,B03978,20.1022
2426,2023-01,B03978,21.9057
2427,2023-02,B03978,21.937
2428,2023-03,B03978,22.5937
2429,2023-04,B03978,22.9254
2430,2023-05,B03978,22.3019
2431,2023-06,B03978,23.0382
2432,2023-07,B03978,23.7723
2433,2023-08,B03978,21.9918
2434,2023-09,B03978,20.1358
2435,2023-10,B03978,19.4274
2436,2023-11,B03978,19.9731
2437,2023-12,B03978,20.5067
2438,2024-01,B03978,19.3657
2439,2024-02,B03978,18.624
2440,2024-03,B03978,18.8998
2441,2024-04,B03978,17.8358
2442,2024-05,B03978,18.2213
2443,2024-06,B03978,18.2511
2444,2024-07,B03978,18.7015
2445,2024-08,B03978,18.4246
2446,2024-09,B03978,18.6479
2447,2024-10,B03978,16.6483
2448,2024-11,B03978,16.8636
2449,2024-12,B03978,15.4502
2450,2025-01,B03978,15.2906
2451,2025-02,B03978,14.7761
2452,2025-03,B03978,11.7882
2453,2025-04,B03978,10.8282
2454,2025-05,B03978,10.9093
2455,2025-06,B03978,11.1097
2456,2000-01,B05847,347.7
2457,2000-02,B05847,347.119
2458,2000-03,B05847,343.407
2459,2000-04,B05847,338.127
2460,2000-05,B05847,333.138
2461,2000-06,B05847,342.001
2462,2000-07,B05847,345.133
2463,2000-08,B05847,334.103
2464,2000-09,B05847,326.913
2465,2000-10,B05847,326.21
2466,2000-11,B05847,331.243
2467,2000-12,B05847,334.866
2468,2001-01,B05847,342.574
2469,2001-02,B05847,709.168
2470,2001-03,B05847,703.922
2471,2001-04,B05847,694.122
2472,2001-05,B05847,697.135
2473,2001-06,B05847,698.804
2474,2001-07,B05847,714.038
2475,2001-08,B05847,722.325
2476,2001-09,B05847,726.339
2477,2001-10,B05847,744.105
2478,2001-11,B05847,734.071
2479,2001-12,B05847,724.619
2480,2002-01,B05847,740.012
2481,2002-02,B05847,744.732
2482,2002-03,B05847,730.107
2483,2002-04,B05847,740.916
2484,2002-05,B05847,746.044
2485,2002-06,B05847,742.07
2486,2002-07,B05847,740.824
2487,2002-08,B05847,742.748
2488,2002-09,B05847,746.561
2489,2002-10,B05847,723.917
2490,2002-11,B05847,711.162
2491,2002-12,B05847,710.606
2492,2003-01,B05847,702.433
2493,2003-02,B05847,709.609
2494,2003-03,B05847,697.857
2495,2003-04,B05847,695.664
2496,2003-05,B05847,703.001
2497,2003-06,B05847,672.664
2498,2003-07,B05847,642.139
2499,2003-08,B05847,647.371
2500,2003-09,B05847,658.357
2501,2003-10,B05847,651.325
2502,2003-11,B05847,649.977
2503,2003-12,B05847,649.324
2504,2004-01,B05847,653.115
2505,2004-02,B05847,655.639
2506,2004-03,B05847,655.709
2507,2004-04,B05847,631.555
2508,2004-05,B05847,614.019
2509,2004-06,B05847,607.511
2510,2004-07,B05847,606.928
2511,2004-08,B05847,614.14
2512,2004-09,B05847,609.153
2513,2004-10,B05847,609.719
2514,2004-11,B05847,601.276
2515,2004-12,B05847,604.959
2516,2005-01,B05847,601.416
2517,2005-02,B05847,595.69
2518,2005-03,B05847,588.621
2519,2005-04,B05847,587.535
2520,2005-05,B05847,590.544
2521,2005-06,B05847,592.735
2522,2005-07,B05847,583.992
2523,2005-08,B05847,588.828
2524,2005-09,B05847,580.576
2525,2005-10,B05847,570.812
2526,2005-11,B05847,567.205
2527,2005-12,B05847,567.23
2528,2006-01,B05847,561.921
2529,2006-02,B05847,566.396
2530,2006-03,B05847,569.857
2531,2006-04,B05847,567.448
2532,2006-05,B05847,563.732
2533,2006-06,B05847,555.96
2534,2006-07,B05847,556.367
2535,2006-08,B05847,553.722
2536,2006-09,B05847,551.177
2537,2006-10,B05847,548.89
2538,2006-11,B05847,548.43
2539,2006-12,B05847,536.288
2540,2007-01,B05847,537.58
2541,2007-02,B05847,542.576
2542,2007-03,B05847,539.297
2543,2007-04,B05847,539.078
2544,2007-05,B05847,532.674
2545,2007-06,B05847,535.336
2546,2007-07,B05847,536.164
2547,2007-08,B05847,543.17
2548,2007-09,B05847,537.374
2549,2007-10,B05847,538.037
2550,2007-11,B05847,543.136
2551,2007-12,B05847,539.119
2552,2008-01,B05847,543.094
2553,2008-02,B05847,546.466
2554,2008-03,B05847,537.996
2555,2008-04,B05847,528.441
2556,2008-05,B05847,523.407
2557,2008-06,B05847,522.588
2558,2008-07,B05847,518.501
2559,2008-08,B05847,516.389
