as_of,B17384,B17699,B20964,B01744,B08402,B23912,B22059,B19627,B16243,B02619,B18401,B03978,B11248,B02032,B06898,B18684,B22456,B18227,B14031,B21962,B05847,B01860,B06218,B08639,B01779,B00612,B11030,B00725,B22079,B21243,B20869,B13224,B00240,B23644,B24012,B12375,B13845,B03016,B21659,B17110,B11231,B14035,B01206,B23147,B07393,B12216,B23177,B08486,B26001,B15791
1999-12-31,11.9624,12.4748,,15.4916,,,14.7834,,,,15.393,,,,,15.4744,22.4854,,21.5592,,25.5479,,23.6573,,,,,,,,,,,14.0819,14.0848,13.9501,,,24.464,9.97625,,,,,11.8382,54.1408,9.95844,33.9706,11.4938,10.023
2000-01-01,11.9624,12.4748,,15.4916,,,14.7834,,,,15.393,,,,,15.4744,22.4854,,21.5592,,25.5479,,23.6573,5.84756,,,,,,,,,,14.0819,14.0848,13.9501,,,24.464,9.97625,,,,,11.8382,54.1408,9.95844,33.9706,11.4938,10.023
2000-01-02,11.9624,12.4748,,15.4916,,,14.7834,,,,15.393,,,,,15.4744,22.4854,,21.5592,,25.5479,,23.6573,5.84756,,,,,,,,,,14.0819,14.0848,13.9501,,,24.464,9.97625,,,,,11.8382,54.1408,9.95844,33.9706,11.4938,10.023
2000-01-03,11.9036,12.417,,15.4095,,,14.7079,,,,15.3414,,,,,15.4301,22.3842,,21.4436,,25.4068,,23.5623,5.81421,,,,,,,,,,14.0377,14.0185,13.8892,,,24.3434,9.9462,,,,,11.8015,53.9689,9.92805,33.7792,11.4455,10.0028
2000-01-04,11.967,12.4574,,15.463,,,14.7568,,,,15.3543,,,,,15.4638,22.325,,21.5158,,25.4951,,23.633,5.83251,,,,,,,,,,14.0672,14.0803,13.9349,,,24.397,9.96623,,,,,11.8137,54.0089,9.95844,33.8508,11.4697,10.023
2000-01-05,11.9036,12.3956,,15.3809,,,14.6969,,,,15.3156,,,,,15.4039,22.3078,,21.4148,,25.4014,,23.538,5.81062,,,,,,,,,,14.023,14.0088,13.8739,,,24.3013,9.93618,,,,,11.7648,53.7781,9.92805,33.7252,11.4335,10.0028
2000-01-06,11.9416,12.436,,15.4175,,,14.7303,,,,15.3543,,,,,15.422,22.3535,,21.4725,,25.4757,,23.5755,5.82891,,,,,,,,,,14.0525,14.041,13.9197,,,24.3798,9.9462,,,,,11.7893,53.9077,9.93818,33.797,11.4576,10.023
2000-01-07,11.967,12.4678,,15.4594,,,14.7636,,,,15.3801,,,,,15.4606,22.4488,,21.5158,,25.522,,23.655,5.84145,,,,,,,,,,14.0672,14.088,13.9501,,,24.4335,9.96623,,,,,11.8137,54.0561,9.95844,33.8687,11.4697,10.023
2000-01-08,11.967,12.4678,,15.4594,,,14.7636,,,,15.3801,,,,,15.4606,22.4488,,21.5158,,25.522,,23.655,5.84145,,,,,,,,,,14.0672,14.088,13.9501,,,24.4335,9.96623,,,,,11.8137,54.0561,9.95844,33.8687,11.4697,10.023
2000-01-09,11.967,12.4678,,15.4594,,,14.7636,,,,15.3801,,,,,15.4606,22.4488,,21.5158,,25.522,,23.655,5.84145,,,,,,,,,,14.0672,14.088,13.9501,,,24.4335,9.96623,,,,,11.8137,54.0561,9.95844,33.8687,11.4697,10.023
2000-01-10,11.9543,12.4444,,15.4282,,,14.7348,,,,15.3543,,,,,15.4474,22.4316,,21.4725,,25.4929,,23.5931,5.83105,,,,,,,,,,14.0525,14.0513,13.9349,,,24.3877,9.9462,,,,,11.7893,53.9454,9.94831,33.8089,11.4576,10.023
2000-01-11,11.9036,12.3825,,15.363,,,14.6593,,,,15.3027,,,,,15.4032,22.3304,,21.3714,,25.3852,,23.498,5.80917,,,,,,,,,,14.0082,13.9798,13.8739,,,24.2673,9.91615,,,,,11.7281,53.7145,9.91792,33.6833,11.4214,10.0028
2000-01-12,11.8783,12.3781,,15.3487,,,14.646,,,,15.2769,,,,,15.3901,22.2922,,21.3281,,25.3475,,23.4692,5.79877,,,,,,,,,,14.0082,13.9528,13.8434,,,24.2464,9.90614,,,,,11.7159,53.6439,9.90779,33.6234,11.4094,10.0028
2000-01-13,11.929,12.4185,,15.4023,,,14.7104,,,,15.3285,,,,,15.4237,22.3589,,21.4148,,25.4498,,23.573,5.82279,,,,,,,,,,14.0377,14.0294,13.9197,,,24.3499,9.92617,,,,,11.7403,53.8135,9.92805,33.7609,11.4455,10.0129
2000-01-14,11.9036,12.4013,,15.379,,,14.6816,,,,15.3156,,,,,15.4178,22.3111,,21.3714,,25.3701,,23.5242,5.81239,,,,,,,,,,14.0377,13.9875,13.8739,,,24.3041,9.91615,,,,,11.7159,53.7711,9.90779,33.701,11.4214,10.0129
2000-01-15,11.9036,12.4013,,15.379,,,14.6816,,,,15.3156,,,,,15.4178,22.3111,,21.3714,,25.3701,,23.5242,5.81239,,,,,,,,,,14.0377,13.9875,13.8739,,,24.3041,9.91615,,,,,11.7159,53.7711,9.90779,33.701,11.4214,10.0129
2000-01-16,11.9036,12.4013,,15.379,,,14.6816,,,,15.3156,,,,,15.4178,22.3111,,21.3714,,25.3701,,23.5242,5.81239,,,,,,,,,,14.0377,13.9875,13.8739,,,24.3041,9.91615,,,,,11.7159,53.7711,9.90779,33.701,11.4214,10.0129
2000-01-17,11.9036,12.4013,,15.3826,,,14.6824,,,,15.3156,,,,,15.4211,22.3161,,21.3714,,25.3829,,23.53,5.81346,,,,,,,,,,14.0377,13.9952,13.8739,,,24.3055,9.91615,,,,,11.7159,53.7711,9.90779,33.7069,11.4214,10.0129
2000-01-18,11.8657,12.365,,15.3344,,,14.6379,,,,15.2898,,,,,15.408,22.2569,,21.3281,,25.3442,,23.4681,5.79727,,,,,,,,,,14.0082,13.9611,13.8587,,,24.2846,9.89612,,,,,11.6914,53.6204,9.88752,33.6141,11.4094,10.0028
2000-01-19,11.891,12.3926,,15.354,,,14.6713,,,,15.3027,,,,,15.4104,22.2817,,21.357,,25.3764,,23.5056,5.804,,,,,,,,,,14.023,13.9785,13.8892,,,24.2887,9.89612,,,,,11.7037,53.6698,9.89765,33.6526,11.4214,10.0129
2000-01-20,11.8657,12.3818,,15.3397,,,14.6424,,,,15.2898,,,,,15.3941,22.2435,,21.3137,,25.3528,,23.5099,5.79932,,,,,,,,,,14.0082,13.9514,13.8739,,,24.2928,9.89612,,,,,11.6792,53.5992,9.87739,33.5927,11.3973,10.0028
2000-01-21,11.8783,12.3878,,15.3647,,,14.6602,,,,15.2898,,,,,15.401,22.2549,,21.3137,,25.3571,,23.4996,5.8004,,,,,,,,,,14.0082,13.954,13.8739,,,24.2969,9.8861,,,,,11.6792,53.6275,9.87739,33.6313,11.3973,10.0129
2000-01-22,11.8783,12.3878,,15.3647,,,14.6602,,,,15.2898,,,,,15.401,22.2549,,21.3137,,25.3571,,23.4996,5.8004,,,,,,,,,,14.0082,13.954,13.8739,,,24.2969,9.8861,,,,,11.6792,53.6275,9.87739,33.6313,11.3973,10.0129
2000-01-23,11.8783,12.3878,,15.3647,,,14.6602,,,,15.2898,,,,,15.401,22.2549,,21.3137,,25.3571,,23.4996,5.8004,,,,,,,,,,14.0082,13.954,13.8739,,,24.2969,9.8861,,,,,11.6792,53.6275,9.87739,33.6313,11.3973,10.0129
2000-01-24,11.9416,12.4282,,15.4183,,,14.7247,,,,15.3414,,,,,15.4347,22.2587,,21.4148,,25.4679,,23.575,5.82445,,,,,,,,,,14.0525,14.0359,13.9349,,,24.4005,9.91615,,,,,11.7159,53.8371,9.92805,33.7686,11.4335,10.023
2000-01-25,11.9543,12.443,,15.4379,,,14.7269,,,,15.3543,,,,,15.4683,22.2625,,21.4292,,25.4862,,23.5794,5.82554,,,,,,,,,,14.0082,14.0385,13.9349,,,24.4294,9.91615,,,,,11.7281,53.8466,9.92805,33.7744,11.4335,10.023
2000-01-26,11.967,12.4706,,15.4576,,,14.7291,,,,15.3543,,,,,15.455,22.2663,,21.4148,,25.5046,,23.6171,5.83236,,,,,,,,,,13.9935,14.0411,13.9501,,,24.4585,9.90614,,,,,11.7281,53.896,9.92805,33.8131,11.4214,10.023
2000-01-27,11.9796,12.4982,,15.4602,,,14.7313,,,,15.3543,,,,,15.4573,22.2492,,21.4148,,25.5089,,23.6215,5.83345,,,,,,,,,,13.9935,14.0437,13.9654,,,24.4625,9.89612,,,,,11.7159,53.8654,9.92805,33.7862,11.4094,10.023
2000-01-28,12.0049,12.517,,15.4852,,,14.7336,,,,15.3285,,,,,15.4642,22.1767,,21.4003,,25.5412,,23.6345,5.84026,,,,,,,,,,13.9935,14.0611,13.9806,,,24.4667,9.90614,,,,,11.7159,53.8136,9.92805,33.792,11.4094,10.023
2000-01-29,12.0049,12.517,,15.4852,,,14.7336,,,,15.3285,,,,,15.4642,22.1767,,21.4003,,25.5412,,23.6345,5.84026,,,,,,,,,,13.9935,14.0611,13.9806,,,24.4667,9.90614,,,,,11.7159,53.8136,9.92805,33.792,11.4094,10.023
2000-01-30,12.0049,12.517,,15.4852,,,14.7336,,,,15.3285,,,,,15.4642,22.1767,,21.4003,,25.5412,,23.6345,5.84026,,,,,,,,,,13.9935,14.0611,13.9806,,,24.4667,9.90614,,,,,11.7159,53.8136,9.92805,33.792,11.4094,10.023
2000-01-31,11.9641,12.4233,,15.4388,,,14.7288,,,,15.3285,,,,,15.4353,22.1965,,21.3714,,25.4572,,23.6099,5.82914,,,,,,,,,,14.0316,14.0315,13.943,,,24.4638,9.92974,,,,,11.7473,53.6723,9.90779,33.791,11.4516,10.0129
2000-02-01,11.9923,12.451,,15.4758,,,14.7624,,,,15.3672,,,,,15.4533,22.2217,10.0,21.3714,,25.5041,,23.6477,5.84753,,,,,,,,,,14.0464,14.0639,13.9736,,,24.5181,9.9398,,,,,11.7719,53.8032,9.93818,33.83,11.4516,10.0129
2000-02-02,12.0303,12.5045,,15.4957,,,14.7648,,,,15.3543,,,,,15.4556,22.2257,10.0,21.3714,,25.5369,,23.6855,5.84865,,,,,,,,,,14.0464,14.0517,13.9889,,,24.5474,9.9398,,,,,11.7596,53.7731,9.91792,33.8363,11.4516,10.0331
2000-02-03,12.1063,12.558,,15.5498,,,14.8296,,,,15.4059,,,,,15.5049,22.3352,10.04,21.4725,,25.6682,,23.7899,5.87286,,,,,,,,,,14.0908,14.1288,14.0655,,,24.6518,9.95992,,,,,11.7842,53.904,9.94831,33.9088,11.4879,10.0433
2000-02-04,12.0683,12.5001,,15.5243,,,14.8007,,,,15.3801,,,,,15.4805,22.305,9.99,21.4148,,25.6025,,23.7367,5.85668,,,,,,,,,,14.0612,14.0867,14.0196,,,24.6061,9.94986,,,,,11.7719,53.8539,9.94831,33.849,11.4637,10.0331
2000-02-05,12.0683,12.5001,,15.5243,,,14.8007,,,,15.3801,,,,,15.4805,22.305,9.99,21.4148,,25.6025,,23.7367,5.85668,,,,,,,,,,14.0612,14.0867,14.0196,,,24.6061,9.94986,,,,,11.7719,53.8539,9.94831,33.849,11.4637,10.0331
2000-02-06,12.0683,12.5001,,15.5243,,,14.8007,,,,15.3801,,,,,15.4805,22.305,9.99,21.4148,,25.6025,,23.7367,5.85668,,,,,,,,,,14.0612,14.0867,14.0196,,,24.6061,9.94986,,,,,11.7719,53.8539,9.94831,33.849,11.4637,10.0331
2000-02-07,12.0049,12.451,,15.476,,,14.7406,,,,15.3285,,,,,15.4515,22.2458,9.95,21.3426,,25.4899,,23.6745,5.83472,,,,,,,,,,14.0316,14.0201,13.9736,,,24.5103,9.91968,,,,,11.7596,53.7433,9.92805,33.7894,11.4395,10.0129
2000-02-08,12.0556,12.5174,,15.53,,,14.7899,,,,15.3672,,,,,15.4852,22.3131,9.98,21.3859,,25.565,,23.7457,5.85892,,,,,,,,,,14.0464,14.0526,14.0349,,,24.5896,9.92974,,,,,11.7719,53.8742,9.93818,33.8948,11.4516,10.0129
2000-02-09,12.0303,12.4681,,15.4817,,,14.7453,,,,15.3414,,,,,15.4562,22.2538,9.93,21.3137,,25.5134,,23.6502,5.84273,,,,,,,,,,14.0316,14.0105,13.9889,,,24.5189,9.91968,,,,,11.7473,53.7635,9.91792,33.8682,11.4274,10.023
2000-02-10,11.9923,12.4317,,15.4675,,,14.7165,,,,15.3543,,,,,15.4586,22.1945,9.92,21.2848,,25.4477,,23.588,5.83237,,,,,,,,,,14.0168,13.9684,13.943,,,24.4483,9.90962,,,,,11.7473,53.7737,9.90779,33.8087,11.4152,10.0028
2000-02-11,12.0303,12.451,,15.4932,,,14.7345,,,,15.3672,,,,,15.4655,22.1855,9.96,21.3281,,25.4946,,23.6348,5.83925,,,,,,,,,,14.0316,14.0009,13.9736,,,24.4778,9.90962,,,,,11.7473,53.7638,9.91792,33.8482,11.4274,10.0129
2000-02-12,12.0303,12.451,,15.4932,,,14.7345,,,,15.3672,,,,,15.4655,22.1855,9.96,21.3281,,25.4946,,23.6348,5.83925,,,,,,,,,,14.0316,14.0009,13.9736,,,24.4778,9.90962,,,,,11.7473,53.7638,9.91792,33.8482,11.4274,10.0129
2000-02-13,12.0303,12.451,,15.4932,,,14.7345,,,,15.3672,,,,,15.4655,22.1855,9.96,21.3281,,25.4946,,23.6348,5.83925,,,,,,,,,,14.0316,14.0009,13.9736,,,24.4778,9.90962,,,,,11.7473,53.7638,9.91792,33.8482,11.4274,10.0129
2000-02-14,12.0809,12.5045,,15.5473,,,14.7821,,,,15.4317,,,,,15.5147,22.2317,10.0,21.4148,,25.5931,,23.706,5.86344,,,,,,,,,,14.076,14.0683,14.0196,,,24.5822,9.92974,,,,,11.7719,53.8947,9.94831,33.9537,11.4637,10.0331
2000-02-15,12.0683,12.4938,,15.5331,,,14.7673,,,,15.4188,,,,,15.5014,22.2567,9.99,21.4003,,25.5697,,23.6772,5.853,,,,,,,,,,14.076,14.0561,14.0043,,,24.5615,9.92974,,,,,11.7596,53.8646,9.94831,33.927,11.4516,10.0331
2000-02-16,12.0683,12.4831,,15.5189,,,14.7696,,,,15.4059,,,,,15.4881,22.2397,9.99,21.4003,,25.5603,,23.6817,5.84835,,,,,,,,,,14.076,14.0438,14.0043,,,24.5407,9.92974,,,,,11.735,53.7539,9.94831,33.8674,11.4516,10.0331
2000-02-17,12.0683,12.4853,,15.5047,,,14.7564,,,,15.3941,,,,,15.4748,22.2227,9.99,21.357,,25.5509,,23.6862,5.84948,,,,,,,,,,14.0464,14.0167,14.0043,,,24.5451,9.91968,,,,,11.7104,53.6835,9.93818,33.8408,11.4395,10.023
2000-02-18,12.1189,12.5197,,15.5674,,,14.8056,,,,15.4331,,,,,15.5154,22.2176,10.01,21.4581,,25.6401,,23.771,5.86791,,,,,,,,,,14.0908,14.0938,14.0502,,,24.6245,9.9398,,,,,11.7473,53.8851,9.95844,33.9464,11.4637,10.0433
2000-02-19,12.1189,12.5197,,15.5674,,,14.8056,,,,15.4331,,,,,15.5154,22.2176,10.01,21.4581,,25.6401,,23.771,5.86791,,,,,,,,,,14.0908,14.0938,14.0502,,,24.6245,9.9398,,,,,11.7473,53.8851,9.95844,33.9464,11.4637,10.0433
2000-02-20,12.1189,12.5197,,15.5674,,,14.8056,,,,15.4331,,,,,15.5154,22.2176,10.01,21.4581,,25.6401,,23.771,5.86791,,,,,,,,,,14.0908,14.0938,14.0502,,,24.6245,9.9398,,,,,11.7473,53.8851,9.95844,33.9464,11.4637,10.0433
2000-02-21,12.1189,12.5197,,15.5674,,,14.8056,,,,15.4331,,,,,15.5154,22.2176,10.01,21.4581,,25.6401,,23.771,5.86903,,,,,,,,,,14.0908,14.0938,14.0502,,,24.6245,9.9398,,,,,11.7473,53.8851,9.95844,33.9529,11.4637,10.0433
2000-02-22,12.2076,12.5862,,15.6556,,,14.9017,,,,15.5368,,,,,15.5965,22.3903,10.075,21.5736,,25.7996,,23.9046,5.90479,,,,,,,,,,14.15,14.2087,14.1422,,,24.7791,9.96998,,,,,11.8088,54.2174,9.99896,34.1576,11.5122,10.0837
2000-02-23,12.1442,12.5498,,15.6073,,,14.8416,,,,15.4979,,,,,15.5518,22.3099,10.0347,21.5014,,25.7199,,23.8086,5.88859,,,,,,,,,,14.0464,14.1368,14.0809,,,24.7086,9.94986,,,,,11.7842,54.1067,9.9787,34.0979,11.4758,10.0635
2000-02-24,12.1949,12.552,,15.6613,,,14.9065,,,,15.5498,,,,,15.6015,22.2928,10.075,21.588,,25.795,,23.8802,5.90703,,,,,,,,,,14.0908,14.214,14.1268,,,24.7631,9.98004,,,,,11.8334,54.2779,9.98883,34.1704,11.5122,10.0939
2000-02-25,12.1822,12.5713,,15.6699,,,14.8932,,,,15.5627,,,,,15.609,22.2415,10.075,21.6025,,25.7997,,23.8939,5.90238,,,,,,,,,,14.1204,14.2017,14.1115,,,24.7926,9.98004,,,,,11.8334,54.3083,9.98883,34.2099,11.5243,10.104
2000-02-26,12.1822,12.5713,,15.6699,,,14.8932,,,,15.5627,,,,,15.609,22.2415,10.075,21.6025,,25.7997,,23.8939,5.90238,,,,,,,,,,14.1204,14.2017,14.1115,,,24.7926,9.98004,,,,,11.8334,54.3083,9.98883,34.2099,11.5243,10.104
2000-02-27,12.1822,12.5713,,15.6699,,,14.8932,,,,15.5627,,,,,15.609,22.2415,10.075,21.6025,,25.7997,,23.8939,5.90238,,,,,,,,,,14.1204,14.2017,14.1115,,,24.7926,9.98004,,,,,11.8334,54.3083,9.98883,34.2099,11.5243,10.104
2000-02-28,12.1316,12.5475,,15.6216,,,14.8471,,,,15.5368,,,,,15.58,22.2244,10.0549,21.5303,,25.6871,,23.7978,5.88041,,,,,,,,,,14.076,14.15,14.0809,,,24.6941,9.95992,,,,,11.8088,54.1977,9.96857,34.1172,11.4879,10.0837
2000-02-29,12.1439,12.5755,,15.6416,,,14.9069,,,,15.5498,,,,,15.6004,22.2495,10.0549,21.5447,,25.706,,23.8024,5.90209,,,,,,,,,,14.1375,14.1528,14.1131,,,24.7662,10.0044,,,,,11.8889,54.2883,9.96857,34.208,11.5399,10.0837
2000-03-01,12.1442,12.5776,,15.6616,,,14.9092,,,,15.5757,,,,,15.6028,22.3382,10.0649,21.588,,25.7387,,23.8069,5.90902,,,,,,,,,,14.1523,14.1854,14.1131,,,24.7958,10.0145,,,,,11.9013,54.3784,9.9787,34.2812,11.5521,10.0939
2000-03-02,12.1442,12.5797,,15.6643,,,14.9115,,,,15.5757,,,,,15.6053,22.2995,10.0649,21.5736,,25.7148,,23.8449,5.90431,,,,,,,,,,14.1375,14.173,14.1131,,,24.8003,10.0145,,,,,11.9013,54.3876,9.96857,34.2211,11.5399,10.0837
2000-03-03,12.1696,12.5988,,15.6896,,,14.95,,,,15.6146,,,,,15.6284,22.3958,10.0851,21.588,,25.7475,,23.8919,5.917,,,,,,,,,,14.1523,14.1907,14.1439,,,24.8641,10.0246,,,,,11.9384,54.5365,9.98883,34.2937,11.5521,10.104
2000-03-04,12.1696,12.5988,,15.6896,,,14.95,,,,15.6146,,,,,15.6284,22.3958,10.0851,21.588,,25.7475,,23.8919,5.917,,,,,,,,,,14.1523,14.1907,14.1439,,,24.8641,10.0246,,,,,11.9384,54.5365,9.98883,34.2937,11.5521,10.104
2000-03-05,12.1696,12.5988,,15.6896,,,14.95,,,,15.6146,,,,,15.6284,22.3958,10.0851,21.588,,25.7475,,23.8919,5.917,,,,,,,,,,14.1523,14.1907,14.1439,,,24.8641,10.0246,,,,,11.9384,54.5365,9.98883,34.2937,11.5521,10.104
2000-03-06,12.1569,12.5879,,15.6751,,,14.9366,,,,15.6017,,,,,15.6152,22.336,10.0851,21.5736,,25.7182,,23.8628,5.90649,,,,,,,,,,14.1375,14.1836,14.1285,,,24.8183,10.0246,,,,,11.926,54.4242,9.9787,34.2665,11.5399,10.0939
2000-03-07,12.1696,12.5899,,15.695,,,14.939,,,,15.6146,,,,,15.6491,22.2974,10.0951,21.6025,,25.7509,,23.8673,5.91339,,,,,,,,,,14.1672,14.2013,14.1439,,,24.848,10.0347,,,,,11.926,54.4738,9.99896,34.2725,11.5521,10.104
2000-03-08,12.1822,12.592,,15.6805,,,14.9414,,,,15.6146,,,,,15.6515,22.3437,10.0951,21.5736,,25.7553,,23.8717,5.91448,,,,,,,,,,14.1672,14.2039,14.1285,,,24.8274,10.0347,,,,,11.9136,54.4424,9.99896,34.2784,11.5521,10.104
2000-03-09,12.1949,12.607,,15.7004,,,14.9438,,,,15.6276,,,,,15.6697,22.4111,10.1052,21.6025,,25.7739,,23.9097,5.91557,,,,,,,,,,14.182,14.2216,14.1439,,,24.8571,10.0347,,,,,11.8642,54.4921,9.98883,34.3177,11.5643,10.104
2000-03-10,12.1696,12.5873,,15.6571,,,14.9194,,,,15.6017,,,,,15.6461,22.3589,10.0851,21.5592,,25.7218,,23.856,5.90506,,,,,,,,,,14.1672,14.1793,14.0976,,,24.8113,10.0246,,,,,11.9013,54.398,9.96857,34.2572,11.5399,10.0939
2000-03-11,12.1696,12.5873,,15.6571,,,14.9194,,,,15.6017,,,,,15.6461,22.3589,10.0851,21.5592,,25.7218,,23.856,5.90506,,,,,,,,,,14.1672,14.1793,14.0976,,,24.8113,10.0246,,,,,11.9013,54.398,9.96857,34.2572,11.5399,10.0939
2000-03-12,12.1696,12.5873,,15.6571,,,14.9194,,,,15.6017,,,,,15.6461,22.3589,10.0851,21.5592,,25.7218,,23.856,5.90506,,,,,,,,,,14.1672,14.1793,14.0976,,,24.8113,10.0246,,,,,11.9013,54.398,9.96857,34.2572,11.5399,10.0939
2000-03-13,12.1696,12.5764,,15.6769,,,14.9218,,,,15.6146,,,,,15.6643,22.3627,10.075,21.5592,,25.7492,,23.8604,5.90615,,,,,,,,,,14.1672,14.2023,14.1131,,,24.8158,10.0246,,,,,11.8889,54.3262,9.96857,34.2634,11.5399,10.104
2000-03-14,12.2076,12.6172,,15.6968,,,14.9556,,,,15.6406,,,,,15.6668,22.3665,10.1052,21.6169,,25.8101,,23.9319,5.91305,,,,,,,,,,14.1969,14.2349,14.1593,,,24.8706,10.0448,,,,,11.8889,54.3758,9.90779,34.2695,11.5643,10.1242
2000-03-15,12.2329,12.6321,,15.7166,,,14.9736,,,,15.6406,,,,,15.6849,22.4977,10.1052,21.6458,,25.8428,,23.9698,5.91997,,,,,,,,,,14.1969,14.2526,14.1593,,,24.9004,10.0448,,,,,11.9013,54.466,9.89765,34.3424,11.5643,10.1344
2000-03-16,12.2582,12.6471,,15.7536,,,15.0074,,,,15.6722,,,,,15.6874,22.65,10.1253,21.6891,,25.8895,,24.0078,5.92687,,,,,,,,,,14.2118,14.2852,14.1901,,,24.9301,10.0448,,,,,11.9136,54.5156,9.89765,34.3817,11.5764,10.1344
2000-03-17,12.2835,12.6532,,15.7961,,,15.0615,,,,15.6983,,,,,15.7265,22.6614,10.1555,21.7325,,25.9505,,24.088,5.94538,,,,,,,,,,14.2415,14.3178,14.2363,,,25.0101,10.065,,,,,11.9508,54.7049,9.91792,34.4874,11.5886,10.1445
2000-03-18,12.2835,12.6532,,15.7961,,,15.0615,,,,15.6983,,,,,15.7265,22.6614,10.1555,21.7325,,25.9505,,24.088,5.94538,,,,,,,,,,14.2415,14.3178,14.2363,,,25.0101,10.065,,,,,11.9508,54.7049,9.91792,34.4874,11.5886,10.1445
2000-03-19,12.2835,12.6532,,15.7961,,,15.0615,,,,15.6983,,,,,15.7265,22.6614,10.1555,21.7325,,25.9505,,24.088,5.94538,,,,,,,,,,14.2415,14.3178,14.2363,,,25.0101,10.065,,,,,11.9508,54.7049,9.91792,34.4874,11.5886,10.1445
2000-03-20,12.2962,12.6551,,15.7987,,,15.0639,,,,15.7244,,,,,15.7289,22.6652,10.1656,21.7325,,25.9354,,24.0924,5.94648,,,,,,,,,,14.2267,14.3408,14.2517,,,25.0116,10.065,,,,,11.9508,54.7141,9.92805,34.4935,11.5886,10.1445
2000-03-21,12.3089,12.644,,15.8186,,,15.0663,,,,15.7244,,,,,15.7312,22.7115,10.1656,21.7469,,25.954,,24.0969,5.95338,,,,,,,,,,14.2415,14.3435,14.2671,,,25.016,10.0751,,,,,11.9384,54.7232,9.93818,34.4996,11.6008,10.1546
2000-03-22,12.3089,12.6461,,15.8213,,,15.0686,,,,15.7114,,,,,15.7493,22.6729,10.1756,21.7613,,25.9584,,24.1014,5.95447,,,,,,,,,,14.2564,14.3611,14.2517,,,25.0206,10.0751,,,,,11.926,54.6919,9.93818,34.4725,11.6008,10.1647
2000-03-23,12.3469,12.674,,15.8412,,,15.0867,,,,15.7505,,,,,15.7675,22.7403,10.1988,21.8046,,26.0053,,24.1732,5.96718,,,,,,,,,,14.2564,14.3638,14.2825,,,25.0754,10.0852,,,,,11.9631,54.8225,9.94831,34.5448,11.613,10.185
2000-03-24,12.2709,12.6285,,15.7978,,,15.0153,,,,15.6853,,,,,15.7293,22.6881,10.1583,21.6891,,25.8823,,24.0517,5.93925,,,,,,,,,,14.2267,14.2916,14.2209,,,24.9884,10.0549,,,,,11.926,54.6475,9.90779,34.418,11.5643,10.1344
2000-03-25,12.2709,12.6285,,15.7978,,,15.0153,,,,15.6853,,,,,15.7293,22.6881,10.1583,21.6891,,25.8823,,24.0517,5.93925,,,,,,,,,,14.2267,14.2916,14.2209,,,24.9884,10.0549,,,,,11.926,54.6475,9.90779,34.418,11.5643,10.1344
2000-03-26,12.2709,12.6285,,15.7978,,,15.0153,,,,15.6853,,,,,15.7293,22.6881,10.1583,21.6891,,25.8823,,24.0517,5.93925,,,,,,,,,,14.2267,14.2916,14.2209,,,24.9884,10.0549,,,,,11.926,54.6475,9.90779,34.418,11.5643,10.1344
2000-03-27,12.2709,12.6177,,15.7834,,,15.0178,,,,15.6722,,,,,15.7159,22.6283,10.1482,21.6891,,25.8672,,24.0561,5.93454,,,,,,,,,,14.1523,14.2996,14.2209,,,24.9678,10.0347,,,,,11.9013,54.5352,9.90779,34.3575,11.5643,10.1546
2000-03-28,12.2835,12.6069,,15.7861,,,15.0202,,,,15.6722,,,,,15.7187,22.6109,10.1583,21.7036,,25.8999,,24.0605,5.93565,,,,,,,,,,14.1523,14.3173,14.2363,,,24.9724,10.0347,,,,,11.8889,54.5038,9.85713,34.3636,11.5643,10.1647
2000-03-29,12.2835,12.609,,15.7888,,,15.0068,,,,15.6853,,,,,15.7211,22.6075,10.1482,21.7036,,25.8902,,24.0649,5.93674,,,,,,,,,,14.1523,14.32,14.2209,,,24.9769,10.0347,,,,,11.8889,54.513,9.78622,34.3365,11.5643,10.1647
2000-03-30,12.3215,12.6369,,15.8429,,,15.0876,,,,15.7244,,,,,15.755,22.6962,10.1785,21.7902,,25.9512,,24.1368,5.96105,,,,,,,,,,14.1969,14.3825,14.2825,,,25.0821,10.0549,,,,,11.926,54.684,9.79635,34.4756,11.5886,10.1647
2000-03-31,12.325,12.6694,,15.8798,,,15.1214,,,,15.7505,,,,,15.7947,22.7925,10.1785,21.8341,,26.0263,,24.2175,5.98252,,,,,,,,,,14.2795,14.4153,14.3187,,,25.1836,10.1097,,,,,12.0317,54.8551,9.81448,34.5969,11.6688,10.2154
2000-04-01,12.325,12.6694,,15.8798,,,15.1214,,,,15.7505,,,,,15.7947,22.7925,10.1785,21.8341,,26.0263,,24.2175,5.98252,,,,,,,,,,14.2795,14.4153,14.3187,,,25.1836,10.1097,,,,,12.0317,54.8551,9.81448,34.5969,11.6688,10.2154
2000-04-02,12.325,12.6694,,15.8798,,,15.1214,,,,15.7505,,,,,15.7947,22.7925,10.1785,21.8341,,26.0263,,24.2175,5.98252,,,,,,,,,,14.2795,14.4153,14.3187,,,25.1836,10.1097,,,,,12.0317,54.8551,9.81448,34.5969,11.6688,10.2154
