as_of,B17384,B17699,B20964,B01744,B08402,B23912,B22059,B19627,B16243,B02619,B18401,B03978,B11248,B02032,B06898,B18684,B22456,B18227,B14031,B21962,B05847,B01860,B06218,B08639,B01779,B00612,B11030,B00725,B22079,B21243,B20869,B13224,B00240,B23644,B24012,B12375,B13845,B03016,B21659,B17110,B11231,B14035,B01206,B23147,B07393,B12216,B23177,B08486,B26001,B15791
2022-03-22,,33.7966,10.5375,39.8374,11.1701,23.0573,31.7662,13.9075,18.525,11.5971,38.0612,13.6891,10.6727,21.6537,17.2884,41.307,74.2363,33.1956,51.9293,116.419,70.2094,18.5099,66.0483,15.0198,18.8116,25.6861,14.937,44.2148,12.8997,,10.6467,10.9472,10.3288,27.7858,43.0955,36.3843,19.0068,11.3464,68.2544,,5.25759,34.9346,25.7481,12.8866,28.174,116.311,19.0556,78.6949,,14.1029
2022-03-23,,33.9704,10.5375,40.0585,11.2388,23.1855,31.8373,13.9831,18.62,11.6206,38.2551,13.6891,10.7203,21.6537,17.3639,41.5255,74.302,33.2306,52.2165,117.08,70.4351,18.529,66.1394,15.1011,18.8949,25.8376,14.9228,44.3963,12.9276,,10.6924,10.9706,10.2318,27.8179,43.2922,36.6071,19.1194,11.3699,68.5808,,5.28984,35.0497,25.7904,12.9528,28.3003,116.753,19.1138,78.9899,,14.1305
2022-03-24,,33.8358,10.5375,39.8851,11.1938,23.1156,31.8047,13.9377,18.563,11.6088,38.0612,13.7362,10.6965,21.6537,17.3092,41.3987,74.3069,33.2019,52.025,116.631,70.33,18.5298,66.0634,15.0349,18.7928,25.7078,14.8944,44.2183,12.9147,,10.659,10.9484,10.2103,27.7883,43.1001,36.4585,19.055,11.3581,68.2615,,5.26872,34.9576,25.7481,12.9011,28.2101,116.326,19.0944,78.6263,,14.1167
2022-03-25,,33.6376,10.5496,39.6279,11.1148,22.9525,31.5343,13.8319,18.43,11.5501,37.6412,13.8303,10.6132,21.6176,17.201,41.1039,74.2005,33.1414,51.642,115.757,69.8204,18.5139,66.0865,14.9283,18.6514,25.513,14.8377,43.9409,12.8216,,10.5702,10.8808,10.2211,27.7305,42.7181,36.1615,18.8943,11.3111,67.7484,,5.23738,34.7505,25.6425,12.8246,28.0011,115.371,18.9198,77.9704,,14.0201
2022-03-26,,33.6376,10.5496,39.6279,11.1153,22.9525,31.5343,13.8319,18.43,11.5501,37.6412,13.8303,10.6132,21.6176,17.201,41.1039,74.2005,33.1414,51.642,115.757,69.8204,18.5139,66.0865,14.9292,18.6514,25.513,14.8377,43.9409,12.8216,,10.5702,10.8808,10.2211,27.7305,42.7181,36.1615,18.8943,11.3111,67.7484,,5.23738,34.7505,25.6425,12.8246,28.0011,115.371,18.9198,77.9728,,14.0201
2022-03-27,,33.6376,10.5496,39.6279,11.1158,22.9525,31.5343,13.8319,18.43,11.5501,37.6412,13.8303,10.6132,21.6176,17.201,41.1039,74.2005,33.1414,51.642,115.757,69.8204,18.5139,66.0865,14.93,18.6514,25.513,14.8377,43.9409,12.8216,,10.5702,10.8808,10.2211,27.7305,42.7181,36.1615,18.8943,11.3111,67.7484,,5.23738,34.7505,25.6425,12.8246,28.0011,115.371,18.9198,77.9752,,14.0201
2022-03-28,,33.7086,10.5496,39.6737,11.1277,22.9991,31.5363,13.847,18.449,11.5501,37.7058,13.8068,10.6489,21.5996,17.2207,41.1929,74.2046,33.1445,51.7378,115.957,69.9103,18.4964,66.094,14.9577,18.6523,25.5563,14.8093,43.994,12.8223,,10.5933,10.894,10.1026,27.701,42.7982,36.2358,18.9264,11.3111,67.8812,,5.24829,34.7735,25.6425,12.8516,28.0655,115.487,18.9198,77.9775,,14.0201
2022-03-29,,33.8481,10.5375,39.8509,11.185,23.1156,31.6766,13.9075,18.544,11.5629,37.932,13.9244,10.7084,21.6717,17.2961,41.3682,74.5582,33.2749,51.9931,116.494,70.2097,18.5154,66.436,15.0256,18.7356,25.6861,14.8266,44.1784,12.8773,,10.6277,10.9287,10.1349,27.7331,43.0337,36.3843,19.0068,11.3346,68.2076,,5.26987,34.9001,25.7059,12.9049,28.2227,116.037,18.9974,78.4188,,14.0615
2022-03-30,,33.9533,10.5375,39.9843,11.2196,23.1855,31.7132,13.9528,18.601,11.5746,38.0612,13.9206,10.7322,21.6897,17.3344,41.5003,74.745,33.3735,52.1718,116.868,70.362,18.5345,66.6107,15.0801,18.7983,25.7727,14.8551,44.3085,12.8916,,10.662,10.952,10.1565,27.7658,43.1527,36.5328,19.0872,11.3464,68.4693,,5.29145,34.9692,25.7481,12.9449,28.2871,116.587,19.0514,78.6407,,14.0753
2022-03-31,,33.99,10.5442,40.03,11.2319,23.1909,31.7856,13.968,18.62,11.5746,38.0612,13.8022,10.7441,21.6245,17.3541,41.5461,74.6892,33.4334,52.2359,116.943,70.4776,18.5353,66.8689,15.0817,18.7992,25.7943,14.8693,44.336,12.9194,,10.6738,10.9526,10.1995,27.7664,43.2051,36.5634,19.0872,11.3464,68.5004,,5.29169,34.9923,25.7312,12.9456,28.3206,116.595,19.0904,78.7187,,14.0891
2022-04-01,,33.8946,10.5442,39.9479,11.1983,23.1442,31.6534,13.9377,18.563,11.5511,37.932,13.8259,10.7322,21.5703,17.3016,41.4678,74.6436,33.4048,52.0757,116.643,70.2985,18.5196,66.64,15.0422,18.7609,25.6996,14.8693,44.2391,12.8808,,10.6415,10.9076,10.1995,27.7087,42.9782,36.4519,19.055,11.3229,68.3101,,5.2817,34.854,25.6677,12.9216,28.2665,116.183,19.0319,78.3552,,14.0339
2022-04-02,,33.8946,10.5442,39.9479,11.1989,23.1442,31.6534,13.9377,18.563,11.5511,37.932,13.8259,10.7322,21.5703,17.3016,41.4678,74.6436,33.4048,52.0757,116.643,70.2985,18.5196,66.64,15.0431,18.7609,25.6996,14.8693,44.2391,12.8808,,10.6415,10.9076,10.1995,27.7087,42.9782,36.4519,19.055,11.3229,68.3101,,5.2817,34.854,25.6677,12.9216,28.2665,116.183,19.0319,78.3578,,14.0339
2022-04-03,,33.8946,10.5442,39.9479,11.1994,23.1442,31.6534,13.9377,18.563,11.5511,37.932,13.8259,10.7322,21.5703,17.3016,41.4678,74.6436,33.4048,52.0757,116.643,70.2985,18.5196,66.64,15.044,18.7609,25.6996,14.8693,44.2391,12.8808,,10.6415,10.9076,10.1995,27.7087,42.9782,36.4519,19.055,11.3229,68.3101,,5.2817,34.854,25.6677,12.9216,28.2665,116.183,19.0319,78.3604,,14.0339
2022-04-04,,33.9315,10.5442,39.9938,11.1999,23.1558,31.6554,13.9377,18.582,11.5511,37.9966,13.8022,10.7322,21.5884,17.3213,41.4706,74.6488,33.4399,52.1077,116.7,70.2771,18.5388,66.7316,15.0448,18.7825,25.7212,14.8693,44.2669,12.8678,,10.642,10.9208,10.1995,27.7408,43.0195,36.4519,19.055,11.3229,68.3784,,5.28194,34.9001,25.6889,12.9224,28.2692,116.299,19.0124,78.5096,,14.0339
2022-04-05,,33.625,10.5442,39.6447,11.098,22.9458,31.4498,13.8168,18.43,11.5041,37.6412,13.6602,10.6251,21.4801,17.1921,41.127,74.2889,33.3475,51.595,115.663,69.84,18.5396,66.5724,14.9247,18.639,25.4829,14.8266,43.9344,12.8004,,10.5634,10.8645,10.1995,27.6804,42.5932,36.1543,18.8943,11.2641,67.7353,,5.23942,34.6926,25.6043,12.8313,28.0549,115.437,18.8759,77.8531,,13.9649
2022-04-06,,33.5246,10.5442,39.5149,11.0758,22.8757,31.4172,13.7866,18.373,11.5041,37.5443,13.6602,10.5775,21.462,17.1374,40.9998,74.0512,33.255,51.4348,115.313,69.6241,18.5221,66.4122,14.8852,18.578,25.4179,14.7698,43.8334,12.7875,,10.53,10.8537,10.1672,27.6817,42.4786,36.0427,18.8299,11.2641,67.5449,,5.21828,34.6465,25.5831,12.7928,27.9646,115.118,18.8369,77.6361,,13.9511
2022-04-07,,33.4585,10.5321,39.4291,11.0536,22.8174,31.3845,13.7563,18.335,11.5041,37.4473,13.6128,10.5537,21.4801,17.1199,40.9159,73.9954,33.2263,51.3386,115.113,69.5188,18.5231,66.335,14.8457,18.5377,25.3529,14.7556,43.7838,12.7746,,10.5078,10.8543,10.1565,27.683,42.403,35.9683,18.7817,11.2523,67.4193,,5.20782,34.6465,25.5831,12.7673,27.9053,114.908,18.7979,77.4923,,13.9511
2022-04-08,,33.2944,10.5442,39.2155,10.9972,22.7007,31.2868,13.6807,18.24,11.4805,37.2211,13.7075,10.4942,21.462,17.0489,40.7073,73.8281,33.1339,51.0502,114.488,69.2291,18.5256,66.19,14.7793,18.4578,25.2228,14.7272,43.5837,12.7358,,10.4528,10.8208,10.1672,27.6562,42.2151,35.7823,18.6852,11.2288,67.0349,,5.18713,34.5082,25.5408,12.7041,27.7585,114.387,18.7199,77.128,,13.9235
2022-04-09,,33.2944,10.5442,39.2155,10.9977,22.7007,31.2868,13.6807,18.24,11.4805,37.2211,13.7075,10.4942,21.462,17.0489,40.7073,73.8281,33.1339,51.0502,114.488,69.2291,18.5256,66.19,14.7802,18.4578,25.2228,14.7272,43.5837,12.7358,,10.4528,10.8208,10.1672,27.6562,42.2151,35.7823,18.6852,11.2288,67.0349,,5.18713,34.5082,25.5408,12.7041,27.7585,114.387,18.7199,77.1306,,13.9235
2022-04-10,,33.2944,10.5442,39.2155,10.9982,22.7007,31.2868,13.6807,18.24,11.4805,37.2211,13.7075,10.4942,21.462,17.0489,40.7073,73.8281,33.1339,51.0502,114.488,69.2291,18.5256,66.19,14.781,18.4578,25.2228,14.7272,43.5837,12.7358,,10.4528,10.8208,10.1672,27.6562,42.2151,35.7823,18.6852,11.2288,67.0349,,5.18713,34.5082,25.5408,12.7041,27.7585,114.387,18.7199,77.1331,,13.9235
2022-04-11,,33.1254,10.5442,38.998,10.9419,22.584,31.2196,13.6203,18.164,11.4805,37.0919,13.6365,10.4347,21.3898,16.9756,40.4935,73.4685,33.0095,50.7618,113.951,68.9869,18.5264,65.8616,14.7012,18.3968,25.1145,14.6704,43.4054,12.7092,,10.4081,10.7884,10.178,27.6575,42.0226,35.6335,18.6048,11.217,66.7152,,5.16599,34.416,25.4985,12.6524,27.6371,113.96,18.6614,76.8428,,13.9097
2022-04-12,,33.1966,10.5442,39.1316,10.9765,22.6423,31.3603,13.6505,18.202,11.5041,37.2211,13.6365,10.4585,21.444,17.0326,40.6258,73.474,33.0128,50.922,114.288,69.1766,18.5273,65.8701,14.7558,18.439,25.2012,14.6846,43.5356,12.7508,,10.4312,10.8345,10.178,27.7205,42.2197,35.7451,18.6691,11.2406,66.9129,,5.17691,34.5543,25.562,12.6794,27.7019,114.294,18.7394,77.1384,,13.9511
2022-04-13,,33.1991,10.5442,39.1336,10.9885,22.6656,31.4316,13.6656,18.221,11.5158,37.2211,13.7312,10.4823,21.4981,17.0337,40.6284,73.6015,32.9841,50.9541,114.388,69.2188,18.5283,65.8777,14.7567,18.4607,25.2228,14.6846,43.563,12.7788,,10.443,10.8351,10.1457,27.7219,42.261,35.7451,18.6691,11.2523,66.9813,,5.17715,34.5543,25.5831,12.6806,27.7046,114.41,18.7784,77.2143,,13.9787
2022-04-14,,33.0037,10.5442,38.9222,10.9093,22.5139,31.2667,13.5749,18.088,11.4805,36.9304,13.7075,10.4109,21.444,16.945,40.3788,73.3774,32.9235,50.5695,113.651,68.8187,18.5318,65.8239,14.65,18.3617,25.0495,14.6562,43.3126,12.7137,,10.3659,10.7902,10.1888,27.6656,41.9585,35.5219,18.5405,11.217,66.5322,,5.14601,34.3929,25.4985,12.6052,27.5294,113.789,18.6419,76.7042,,13.9235
2022-04-15,,33.0037,10.5442,38.9222,10.9099,22.5139,31.2667,13.5749,18.088,11.4805,36.9304,13.7075,10.4109,21.444,16.945,40.3788,73.3774,32.9235,50.5695,113.651,68.8187,18.5318,65.8239,14.6509,18.3617,25.0495,14.6562,43.3126,12.7137,,10.3659,10.7902,10.1888,27.6656,41.9585,35.5219,18.5405,11.217,66.5322,,5.14601,34.3929,25.4985,12.6052,27.5294,113.789,18.6419,76.7068,,13.9235
2022-04-16,,33.0037,10.5442,38.9222,10.9104,22.5139,31.2667,13.5749,18.088,11.4805,36.9304,13.7075,10.4109,21.444,16.945,40.3788,73.3774,32.9235,50.5695,113.651,68.8187,18.5318,65.8239,14.6517,18.3617,25.0495,14.6562,43.3126,12.7137,,10.3659,10.7902,10.1888,27.6656,41.9585,35.5219,18.5405,11.217,66.5322,,5.14601,34.3929,25.4985,12.6052,27.5294,113.789,18.6419,76.7094,,13.9235
2022-04-17,,33.0037,10.5442,38.9222,10.9109,22.5139,31.2667,13.5749,18.088,11.4805,36.9304,13.7075,10.4109,21.444,16.945,40.3788,73.3774,32.9235,50.5695,113.651,68.8187,18.5318,65.8239,14.6526,18.3617,25.0495,14.6562,43.3126,12.7137,,10.3659,10.7902,10.1888,27.6656,41.9585,35.5219,18.5405,11.217,66.5322,,5.14601,34.3929,25.4985,12.6052,27.5294,113.789,18.6419,76.712,,13.9235
2022-04-18,,32.903,10.5562,38.7926,10.8773,22.4556,31.1995,13.5447,18.05,11.4805,36.8657,13.7312,10.3752,21.4259,16.9093,40.2951,73.1998,32.8949,50.4413,113.301,68.6926,18.5332,65.7484,14.6265,18.3009,24.9845,14.6136,43.2115,12.6873,,10.3438,10.7812,10.1995,27.6668,41.8829,35.4104,18.5083,11.2053,66.3429,,5.1356,34.3468,25.4985,12.5667,27.4701,113.47,18.6029,76.4954,,13.8959
2022-04-19,,32.7344,10.5562,38.5313,10.8209,22.3389,31.0977,13.454,17.955,11.4452,36.6073,13.8259,10.3157,21.3898,16.8359,40.0377,73.0231,32.8024,50.185,112.601,68.4028,18.5158,65.5875,14.5333,18.1781,24.8328,14.5426,43.0074,12.6471,,10.2765,10.7248,10.2211,27.6068,41.6125,35.2244,18.3797,11.17,65.9585,,5.11445,34.1855,25.4138,12.5019,27.3487,112.716,18.5249,75.9131,,13.8683
2022-04-20,,32.9087,10.5562,38.7529,10.8784,22.4556,31.1344,13.5296,18.05,11.457,36.7365,13.9916,10.3871,21.444,16.9115,40.2564,73.3316,32.8695,50.4734,113.226,68.6293,18.5163,65.6787,14.6148,18.2411,24.9628,14.5568,43.1891,12.6751,,10.3335,10.7596,10.1888,27.6081,41.8486,35.4104,18.5083,11.1935,66.2857,,5.13608,34.2777,25.4562,12.5683,27.4755,113.159,18.5834,76.2825,,13.8821
2022-04-21,,32.7396,10.5562,38.5355,10.822,22.3505,30.998,13.4691,17.974,11.4335,36.5565,13.9206,10.3276,21.3537,16.8381,40.043,73.0327,32.777,50.217,112.651,68.3398,18.4988,65.5183,14.5485,18.139,24.8328,14.5142,43.0108,12.6214,,10.2888,10.7147,10.1995,27.5786,41.6171,35.2244,18.3958,11.1582,65.966,,5.11496,34.1394,25.3927,12.5035,27.3541,112.514,18.4859,75.7726,,13.8269
2022-04-22,,32.6444,10.5562,38.4541,10.7998,22.3038,30.9696,13.4389,17.936,11.4335,36.4918,13.6602,10.2919,21.2635,16.8042,40.0078,72.6219,32.7164,50.1209,112.451,68.2715,18.5015,65.3732,14.509,18.1009,24.8111,14.5,42.9389,12.61,,10.2791,10.7039,10.2318,27.5517,41.5851,35.1872,18.3636,11.1465,65.7758,,5.10501,34.1163,25.3715,12.4798,27.2691,112.429,18.4859,75.6288,,13.8407
2022-04-23,,32.6444,10.5562,38.4541,10.8003,22.3038,30.9696,13.4389,17.936,11.4335,36.4918,13.6602,10.2919,21.2635,16.8042,40.0078,72.6219,32.7164,50.1209,112.451,68.2715,18.5015,65.3732,14.5098,18.1009,24.8111,14.5,42.9389,12.61,,10.2791,10.7039,10.2318,27.5517,41.5851,35.1872,18.3636,11.1465,65.7758,,5.10501,34.1163,25.3715,12.4798,27.2691,112.429,18.4859,75.6315,,13.8407
2022-04-24,,32.6444,10.5562,38.4541,10.8009,22.3038,30.9696,13.4389,17.936,11.4335,36.4918,13.6602,10.2919,21.2635,16.8042,40.0078,72.6219,32.7164,50.1209,112.451,68.2715,18.5015,65.3732,14.5107,18.1009,24.8111,14.5,42.9389,12.61,,10.2791,10.7039,10.2318,27.5517,41.5851,35.1872,18.3636,11.1465,65.7758,,5.10501,34.1163,25.3715,12.4798,27.2691,112.429,18.4859,75.6341,,13.8407
2022-04-25,,32.8188,10.5442,38.6318,10.8583,22.3972,31.1102,13.4993,18.012,11.457,36.7832,13.6365,10.3514,21.2815,16.8611,40.1836,72.6278,32.6878,50.3772,113.026,68.5093,18.5025,65.213,14.5787,18.2258,24.9411,14.5284,43.0949,12.6653,,10.3136,10.7398,10.1565,27.5838,41.7822,35.336,18.4601,11.17,66.0384,,5.12664,34.2546,25.4138,12.533,27.3649,113.089,18.5639,76.1495,,13.8821
2022-04-26,,32.9599,10.5442,38.8095,10.9044,22.5023,31.2161,13.5598,18.088,11.4805,36.8803,13.5181,10.3633,21.2635,16.9181,40.3592,72.5722,32.691,50.6016,113.538,68.6993,18.5034,65.2206,14.6468,18.2682,25.0495,14.5426,43.2507,12.6932,,10.348,10.7746,10.0918,27.6469,42.0183,35.4848,18.5405,11.1935,66.3657,,5.14827,34.3699,25.4773,12.5732,27.4916,113.423,18.6224,76.4451,,13.9097
2022-04-27,,32.8596,10.5321,38.68,10.8708,22.4205,31.1836,13.5145,18.012,11.4608,36.8479,13.4944,10.3276,21.2454,16.8634,40.1888,72.4559,32.5986,50.3452,113.139,68.5575,18.5044,65.0598,14.6073,18.2692,24.9628,14.5284,43.0981,12.6804,,10.3146,10.7524,10.1134,27.6174,41.8258,35.3732,18.4762,11.1818,66.1107,,5.12714,34.2869,25.435,12.5346,27.3703,113.213,18.6029,76.4477,,13.9097
2022-04-28,,32.7936,10.5321,38.5943,10.8599,22.3972,31.1164,13.4993,17.993,11.4608,36.8479,13.6327,10.3276,21.2996,16.8459,40.1049,72.461,32.5699,50.2811,113.001,68.3419,18.5055,65.0665,14.5813,18.2497,24.9195,14.4935,43.0485,12.6539,,10.3038,10.7302,10.178,27.5879,41.7502,35.336,18.4601,11.1818,66.0498,,5.1274,34.2178,25.4138,12.5092,27.3419,113.221,18.5444,76.3781,,13.8683
2022-04-29,,32.6277,10.5384,38.4253,10.8041,22.2716,31.0513,13.4389,17.898,11.4254,36.6213,13.3467,10.2562,21.1539,16.7551,39.8938,71.9908,32.478,50.0247,112.439,68.2049,18.4897,64.8287,14.5158,18.1703,24.7895,14.4793,42.8462,12.6282,,10.2602,10.6973,10.2103,27.5598,41.5211,35.1751,18.3636,11.1347,65.7028,,5.09584,34.1023,25.3546,12.4581,27.1922,112.692,18.5054,75.9441,,13.8545
2022-04-30,,32.6277,10.5384,38.4253,10.8046,22.2716,31.0513,13.4389,17.898,11.4254,36.6213,13.3467,10.2562,21.1539,16.7551,39.8938,71.9908,32.478,50.0247,112.439,68.2049,18.4897,64.8287,14.5166,18.1703,24.7895,14.4793,42.8462,12.6282,,10.2602,10.6973,10.2103,27.5598,41.5211,35.1751,18.3636,11.1347,65.7028,,5.09584,34.1023,25.3546,12.4581,27.1922,112.692,18.5054,75.9468,,13.8545
2022-05-01,,,,38.4253,10.8052,,,,,11.4254,,13.3467,10.2562,21.1539,16.7551,,,,50.0247,,68.2049,18.4897,64.8287,14.5175,18.1703,24.7895,14.4793,42.8462,,,,10.6973,10.2103,,,35.1751,18.3636,11.1347,,,5.09584,34.1022,25.3546,,27.1922,112.692,,75.9494,,13.8545
2022-05-02,,,,38.1636,10.7373,,,,,11.4019,,13.299,10.2086,21.1177,16.6628,,,,49.7043,,67.7719,18.4725,64.5833,14.4241,18.0473,24.6325,14.4224,42.6161,,,,10.6642,10.2512,,,34.9515,18.235,11.0995,,,5.07494,33.9637,25.291,,27.0392,112.048,,75.4389,,13.8131
2022-05-03,,,,38.2537,10.7493,,,,,11.4019,,13.4659,10.2324,21.1539,16.7013,,,,49.8004,,67.8881,18.4735,64.6746,14.4519,18.0898,24.6759,14.4224,42.6954,,,,10.6762,10.2081,,,34.9888,18.2832,11.1112,,,5.07519,34.0098,25.291,,27.0733,112.274,,75.5881,,13.8131
2022-05-04,,,,38.4316,10.8068,,,,,11.4372,,13.7995,10.2919,21.3166,16.7771,,,,50.0568,,68.078,18.4928,64.682,14.52,18.1942,24.8062,14.4366,42.8773,,,,10.7225,10.2081,,,35.1751,18.3797,11.1465,,,5.09686,34.1715,25.3758,,27.2007,112.936,,76.1038,,13.8683
2022-05-05,,,,38.126,10.7162,,,,,11.4019,,13.5135,10.1848,21.1539,16.6663,,,,49.6402,,67.6029,18.4754,64.4365,14.3997,18.0505,24.6108,14.3797,42.5958,,,,10.666,10.262,,,34.9142,18.2189,11.1112,,,5.06503,34.0098,25.3122,,26.9859,111.964,,75.4466,,13.7993
2022-05-06,,,,37.9566,10.6825,,,,,11.3901,,13.4659,10.1372,21.1358,16.5949,,,,49.3838,,67.4234,18.46,64.208,14.3467,17.9916,24.5023,14.3513,42.4465,,,,10.6438,10.3482,,,34.7652,18.1546,11.0877,,,5.04439,33.9175,25.2698,,26.8704,111.663,,75.3028,,13.7855
2022-05-07,,,,37.9566,10.6831,,,,,11.3901,,13.4659,10.1372,21.1358,16.5949,,,,49.3838,,67.4234,18.46,64.208,14.3475,17.9916,24.5023,14.3513,42.4465,,,,10.6438,10.3482,,,34.7652,18.1546,11.0877,,,5.04439,33.9175,25.2698,,26.8704,111.663,,75.3056,,13.7855
2022-05-08,,,,37.9566,10.6836,,,,,11.3901,,13.4659,10.1372,21.1358,16.5949,,,,49.3838,,67.4234,18.46,64.208,14.3484,17.9916,24.5023,14.3513,42.4465,,,,10.6438,10.3482,,,34.7652,18.1546,11.0877,,,5.04439,33.9175,25.2698,,26.8704,111.663,,75.3083,,13.7855
2022-05-09,,,,38.0906,10.7297,,,,,11.4137,,13.2275,10.1372,21.0454,16.6333,,,,49.6081,,67.5129,18.461,63.9622,14.4165,18.0753,24.6108,14.3228,42.5513,,,,10.6912,10.2512,,,34.9142,18.235,11.0995,,,5.05535,34.056,25.3334,,26.9666,112.216,,75.6769,,13.8131
2022-05-10,,,,38.1807,10.753,,,,,11.4137,,13.2037,10.161,21.0454,16.6531,,,,49.7363,,67.7029,18.4436,63.885,14.4443,18.1176,24.6759,14.3371,42.6303,,,,10.6918,10.2189,,,34.9888,18.2832,11.0995,,,5.06632,34.1022,25.3334,,27.0318,112.552,,75.8995,,13.8407
2022-05-11,,,,38.3587,10.7991,,,,,11.4254,,13.1084,10.1967,21.0454,16.7102,,,,49.9606,,67.9299,18.4446,63.8918,14.5124,18.1807,24.7845,14.3371,42.7607,,,,10.7152,10.0895,,,35.1378,18.3636,11.123,,,5.08798,34.1715,25.3546,,27.1281,112.887,,76.1954,,13.8683
2022-05-12,,,,38.3608,10.811,,,,,11.4254,,13.156,10.2086,21.1177,16.7113,,,,50.0568,,68.1199,18.4272,63.6464,14.5267,18.2232,24.8062,14.3513,42.814,,,,10.7272,10.0787,,,35.2123,18.3797,11.123,,,5.08824,34.2176,25.3758,,27.1622,113.114,,76.4178,,13.9235
2022-05-13,,,,38.2355,10.7774,,,,,11.4254,,13.2752,10.1848,21.172,16.6586,,,,49.8004,,67.7557,18.4301,63.6679,14.4737,18.1852,24.7194,14.2944,42.6647,,,,10.7049,10.1434,,,35.0633,18.3154,11.123,,,5.06762,34.1484,25.3546,,27.0778,112.812,,76.2005,,13.8683
2022-05-14,,,,38.2355,10.7779,,,,,11.4254,,13.2752,10.1848,21.172,16.6586,,,,49.8004,,67.7557,18.4301,63.6679,14.4746,18.1852,24.7194,14.2944,42.6647,,,,10.7049,10.1434,,,35.0633,18.3154,11.123,,,5.06762,34.1484,25.3546,,27.0778,112.812,,76.2031,,13.8683
2022-05-15,,,,38.2355,10.7785,,,,,11.4254,,13.2752,10.1848,21.172,16.6586,,,,49.8004,,67.7557,18.4301,63.6679,14.4754,18.1852,24.7194,14.2944,42.6647,,,,10.7049,10.1434,,,35.0633,18.3154,11.123,,,5.06762,34.1484,25.3546,,27.0778,112.812,,76.2057,,13.8683
2022-05-16,,,,38.2817,10.7904,,,,,11.4372,,13.299,10.1967,21.2262,16.6784,,,,49.9286,,67.8833,18.4311,63.6749,14.5032,18.2484,24.7628,14.2944,42.7182,,,,10.7181,10.1219,,,35.1378,18.3636,11.1347,,,5.07858,34.2176,25.3758,,27.1119,113.148,,76.5013,,13.8959
2022-05-17,,,,38.064,10.734,,,,,11.4137,,13.4897,10.161,21.2443,16.5862,,,,49.6081,,67.5564,18.4137,63.5979,14.4232,18.1462,24.5891,14.2375,42.4883,,,,10.673,10.1111,,,34.9142,18.235,11.1112,,,5.05743,34.0329,25.291,,26.9593,112.611,,76.0639,,13.8407
2022-05-18,,,,38.1981,10.7801,,,,,11.4254,,13.2514,10.1848,21.1358,16.6433,,,,49.8324,,67.7469,18.4147,63.3519,14.4779,18.1887,24.6977,14.2375,42.6447,,,,10.6964,9.87394,,,35.0633,18.3154,11.123,,,5.06837,34.1022,25.3122,,27.0556,112.838,,76.2132,,13.8821
2022-05-19,,,,38.2883,10.8035,,,,,11.4372,,13.156,10.1978,21.1177,16.6444,,,,49.9606,,67.7897,18.3973,63.2748,14.5057,18.2312,24.7628,14.2802,42.6981,,,,10.7084,9.87394,,,35.1378,18.3475,11.123,,,5.07934,34.1945,25.3546,,27.1208,113.173,,76.435,,13.8959
2022-05-20,,,,38.4267,10.8382,,,,,11.449,,13.1799,10.2336,21.1539,16.7037,,,,50.1529,,67.9802,18.4002,63.2962,14.5604,18.2967,24.8496,14.3371,42.8325,,,,10.7318,9.86317,,,35.2869,18.4118,11.1465,,,5.09083,34.2638,25.3758,,27.1919,113.526,,76.5841,,13.9235
2022-05-21,,,,38.4267,10.8388,,,,,11.449,,13.1799,10.2336,21.1539,16.7037,,,,50.1529,,67.9802,18.4002,63.2962,14.5613,18.2967,24.8496,14.3371,42.8325,,,,10.7318,9.86317,,,35.2869,18.4118,11.1465,,,5.09083,34.2638,25.3758,,27.1919,113.526,,76.5866,,13.9235
2022-05-22,,,,38.4267,10.8393,,,,,11.449,,13.1799,10.2336,21.1539,16.7037,,,,50.1529,,67.9802,18.4002,63.2962,14.5621,18.2967,24.8496,14.3371,42.8325,,,,10.7318,9.86317,,,35.2869,18.4118,11.1465,,,5.09083,34.2638,25.3758,,27.1919,113.526,,76.5891,,13.9235
2022-05-23,,,,38.2968,10.7943,,,,,11.4254,,13.299,10.1978,21.1901,16.6303,,,,49.8965,,67.7762,18.4014,63.3033,14.4956,18.2565,24.7411,14.3797,42.6798,,,,10.7107,9.97096,,,35.1378,18.3314,11.1347,,,5.06968,34.1715,25.3334,,27.1015,113.207,,76.3718,,13.8959
2022-05-24,,,,38.5626,10.8746,,,,,11.4608,,13.3229,10.2575,21.2624,16.7435,,,,50.3131,,68.1145,18.4024,63.3111,14.6042,18.3611,24.9364,14.4651,42.9393,,,,10.7683,9.96018,,,35.3987,18.4762,11.17,,,5.11277,34.3562,25.4182,,27.3223,113.87,,76.887,,13.9511
2022-05-25,,,,38.6965,10.9094,,,,,11.4726,,13.4659,10.2813,21.3347,16.7819,,,,50.5054,,68.3049,18.4033,63.5706,14.6589,18.4036,25.0232,14.5788,43.0702,,,,10.7917,10.1542,,,35.5104,18.5405,11.1818,,,5.12374,34.4716,25.4606,,27.3564,114.096,,77.1821,,13.9649
2022-05-26,,,,38.7424,10.9099,,,,,11.4807,,13.6327,10.2694,21.407,16.8204,,,,50.5375,,68.4215,18.4226,63.9987,14.6598,18.4048,25.0449,14.6642,43.1495,,,,10.8038,10.2943,,,35.5477,18.5566,11.2053,,,5.1347,34.5062,25.503,,27.4216,114.105,,77.1842,,13.9649
